position,pfr_name,feature,pretty_feature,feature_family,feature_in_regression_primary,feature_in_regression_secondary,feature_in_hit_classifier,raw_value,historical_median,historical_nonmissing_n,raw_value_percentile,raw_value_missing,base_pred_best2of3_ppg,neutralized_pred_best2of3_ppg,score_delta_ppg,base_hit_probability,neutralized_hit_probability,hit_delta_pp,direction_conflict,abs_score_delta_ppg,abs_hit_delta_pp
RB,Demond Claiborne,cone,cone,Athletic profile,1,0,1,,7.07,221,,1,2.995577286247344,2.955131467717485,0.04044581852985907,0.03680477663874626,0.035106074064970016,0.1698702573776245,0,0.04044581852985907,0.1698702573776245
RB,Demond Claiborne,shuttle,shuttle,Athletic profile,1,0,1,,4.27,223,,1,2.995577286247344,2.774113338923136,0.22146394732420793,0.03680477663874626,0.02692093513906002,0.9883841499686241,0,0.22146394732420793,0.9883841499686241
RB,Demond Claiborne,speed_score,speed score,Athletic profile,1,0,1,824806517.5335535,814797912.8380198,352,53.69318181818182,0,2.995577286247344,2.9924877719979137,0.0030895142494302696,0.03680477663874626,0.035468585789203644,0.13361908495426178,0,0.0030895142494302696,0.13361908495426178
RB,Demond Claiborne,height_inches,height inches,Athletic profile,1,0,1,70.0,71.0,367,43.869209809264305,0,2.995577286247344,2.9870923361172768,0.008484950130067226,0.03680477663874626,0.03680477663874626,0.0,0,0.008484950130067226,0.0
RB,Demond Claiborne,weight_lbs,weight lbs,Athletic profile,1,0,1,188.0,216.0,368,2.4456521739130435,0,2.995577286247344,2.8580056338670907,0.13757165238025326,0.03680477663874626,0.03707101568579674,-0.026623904705047607,1,0.13757165238025326,0.026623904705047607
RB,Demond Claiborne,bmi,bmi,Athletic profile,1,0,1,26.972244897959182,30.558607266435985,367,1.08991825613079,0,2.995577286247344,3.0625398980666327,-0.06696261181928875,0.03680477663874626,0.03558861464262009,0.12161619961261749,1,0.06696261181928875,0.12161619961261749
RB,Demond Claiborne,speed_score_v2,speed score,Athletic profile,1,0,1,824806517.5335535,814797912.8380198,352,53.69318181818182,0,2.995577286247344,2.9924877719979137,0.0030895142494302696,0.03680477663874626,0.03644239529967308,0.036238133907318115,0,0.0030895142494302696,0.036238133907318115
RB,Demond Claiborne,burst_proxy,burst proxy,Athletic profile,1,0,1,,44.16666666666666,313,,1,2.995577286247344,3.069143907481278,-0.07356662123393409,0.03680477663874626,0.03680477663874626,0.0,0,0.07356662123393409,0.0
RB,Eli Heidenreich,draft_round,draft round,Draft capital,1,1,1,7.0,4.0,417,100.0,0,4.766462086744459,5.239085181807283,-0.47262309506282385,0.13900887966156006,0.13900887966156006,0.0,0,0.47262309506282385,0.0
RB,Eli Heidenreich,draft_pick,draft pick,Draft capital,1,1,1,230.0,136.0,417,88.2494004796163,0,4.766462086744459,5.7960494947725305,-1.0295874080280711,0.13900887966156006,0.13900887966156006,0.0,0,1.0295874080280711,0.0
RB,Eli Heidenreich,log_pick,log draft pick,Draft capital,1,1,1,5.438079308923196,4.912654885736052,417,88.2494004796163,0,4.766462086744459,5.586751514823222,-0.8202894280787625,0.13900887966156006,0.13900887966156006,0.0,0,0.8202894280787625,0.0
RB,Eli Heidenreich,pick_inv_sqrt,inverse-root draft pick,Draft capital,1,1,1,0.0659380473395787,0.0857492925712544,417,12.23021582733813,0,4.766462086744459,4.807766134049144,-0.04130404730468484,0.13900887966156006,0.13900887966156006,0.0,0,0.04130404730468484,0.0
RB,Eli Heidenreich,day1,first-round indicator,Draft capital,1,1,1,0.0,0.0,417,90.88729016786571,0,4.766462086744459,4.766462086744459,0.0,0.13900887966156006,0.13900887966156006,0.0,0,0.0,0.0
RB,Eli Heidenreich,day2,day-two indicator,Draft capital,1,1,1,0.0,0.0,417,75.77937649880096,0,4.766462086744459,4.766462086744459,0.0,0.13900887966156006,0.13900887966156006,0.0,0,0.0,0.0
RB,Eli Heidenreich,rush_EPAplay_final,EPAplay final season,Rushing production,1,0,1,0.1891217939555645,0.05816116805206855,384,81.77083333333334,0,4.766462086744459,4.744734495923781,0.02172759082067799,0.13900887966156006,0.13900887966156006,0.0,0,0.02172759082067799,0.0
RB,Eli Heidenreich,rush_EPAplay_peak,EPAplay career peak,Rushing production,1,0,1,0.2865303352711693,0.15689281768844285,384,79.94791666666666,0,4.766462086744459,4.811206847524234,-0.04474476077977485,0.13900887966156006,0.1384221315383911,0.05867481231689453,1,0.04474476077977485,0.05867481231689453
RB,Eli Heidenreich,rush_EPAplay_mean,EPAplay career mean,Rushing production,1,0,1,0.2470627127321103,0.04567769847052325,384,94.53125,0,4.766462086744459,4.755020730918355,0.011441355826104171,0.13900887966156006,0.13097591698169708,0.8032962679862976,0,0.011441355826104171,0.8032962679862976
RB,Eli Heidenreich,rush_EPAplay_expadj_peak,EPAplay experience-adjusted peak,Rushing production,1,0,1,0.3186432107635165,0.1733522286169144,384,76.5625,0,4.766462086744459,4.8405661772762585,-0.07410409053179912,0.13900887966156006,0.13724690675735474,0.17619729042053223,1,0.07410409053179912,0.17619729042053223
RB,Eli Heidenreich,rush_success_final,success final season,Rushing production,1,0,1,0.6029411764705882,0.456012750537918,384,96.61458333333334,0,4.766462086744459,4.603555931663977,0.16290615508048223,0.13900887966156006,0.13900887966156006,0.0,0,0.16290615508048223,0.0
RB,Eli Heidenreich,rush_success_peak,success career peak,Rushing production,1,0,1,0.6521739130434783,0.5,384,90.88541666666666,0,4.766462086744459,4.885966137089234,-0.11950405034477463,0.13900887966156006,0.13373443484306335,0.5274444818496704,1,0.11950405034477463,0.5274444818496704
RB,Eli Heidenreich,rush_success_mean,success career mean,Rushing production,1,0,1,0.6141388922718846,0.44883752598563964,384,97.65625,0,4.766462086744459,4.512650732955286,0.25381135378917374,0.13900887966156006,0.13642552495002747,0.2583354711532593,0,0.25381135378917374,0.2583354711532593
