position,pfr_name,feature_family,family_feature_count,family_hit_feature_count,base_pred_best2of3_ppg,neutralized_pred_best2of3_ppg,score_delta_ppg,base_hit_probability,neutralized_hit_probability,hit_delta_pp,direction_conflict,abs_score_delta_ppg,abs_hit_delta_pp
WR,Antonio Williams,Scouting surprise,2,2,5.087450011129453,4.755134834308725,0.3323151768207282,0.09239408373832703,0.07056757062673569,2.182651311159134,0,0.3323151768207282,2.182651311159134
WR,Malachi Fields,Age / experience,4,4,5.400392316551621,5.334074812633386,0.06631750391823577,0.06017651408910751,0.08105090260505676,-2.087438851594925,1,0.06631750391823577,2.087438851594925
WR,Malachi Fields,Draft capital,7,7,5.400392316551621,2.2192682556355887,3.1811240609160327,0.06017651408910751,0.02685643546283245,3.3320078626275063,0,3.1811240609160327,3.3320078626275063
WR,Malachi Fields,Other production,4,4,5.400392316551621,5.107704770033012,0.29268754651860984,0.06017651408910751,0.05762272700667381,0.25537870824337006,0,0.29268754651860984,0.25537870824337006
WR,Malachi Fields,Receiving production,114,114,5.400392316551621,5.798834986312708,-0.3984426697610868,0.06017651408910751,0.07911115884780884,-1.8934644758701324,0,0.3984426697610868,1.8934644758701324
WR,Malachi Fields,Scouting surprise,2,2,5.400392316551621,5.3541713026460585,0.04622101390556299,0.06017651408910751,0.05752621963620186,0.2650294452905655,0,0.04622101390556299,0.2650294452905655
WR,Caleb Douglas,Age / experience,4,4,4.990803552546018,4.994277415091038,-0.0034738625450199123,0.06028268113732338,0.0815630555152893,-2.1280374377965927,0,0.0034738625450199123,2.1280374377965927
WR,Caleb Douglas,Draft capital,7,7,4.990803552546018,2.5154897886654672,2.475313763880551,0.06028268113732338,0.02710738033056259,3.317530080676079,0,2.475313763880551,3.317530080676079
WR,Caleb Douglas,Other production,4,4,4.990803552546018,4.700731237369948,0.29007231517607046,0.06028268113732338,0.05817525088787079,0.2107430249452591,0,0.29007231517607046,0.2107430249452591
WR,Caleb Douglas,Receiving production,114,114,4.990803552546018,5.694177379770091,-0.7033738272240724,0.06028268113732338,0.08196202665567398,-2.16793455183506,0,0.7033738272240724,2.16793455183506
WR,Caleb Douglas,Scouting surprise,2,2,4.990803552546018,5.006531162590036,-0.015727610044018014,0.06028268113732338,0.055630795657634735,0.46518854796886444,1,0.015727610044018014,0.46518854796886444
WR,Zachariah Branch,Age / experience,4,4,3.7836753223789485,3.7833817119347706,0.0002936104441779719,0.08371776342391968,0.08371776342391968,0.0,0,0.0002936104441779719,0.0
WR,Zachariah Branch,Draft capital,7,7,3.7836753223789485,3.762188916066424,0.02148640631252441,0.08371776342391968,0.0353589728474617,4.835879057645798,0,0.02148640631252441,4.835879057645798
WR,Zachariah Branch,Other production,4,4,3.7836753223789485,3.7893330194577803,-0.0056576970788317915,0.08371776342391968,0.08398325741291046,-0.02654939889907837,0,0.0056576970788317915,0.02654939889907837
WR,Zachariah Branch,Receiving production,114,114,3.7836753223789485,5.369736065577744,-1.5860607431987952,0.08371776342391968,0.12513697147369385,-4.141920804977417,0,1.5860607431987952,4.141920804977417
WR,Zachariah Branch,Scouting surprise,2,2,3.7836753223789485,3.7512007518007175,0.032474570578231,0.08371776342391968,0.0696389228105545,1.4078840613365173,0,0.032474570578231,1.4078840613365173
WR,Ja'Kobi Lane,Age / experience,4,4,3.99235551770708,3.9803236246998774,0.012031893007202754,0.062368351966142654,0.06124105677008629,0.1127295196056366,0,0.012031893007202754,0.1127295196056366
WR,Ja'Kobi Lane,Draft capital,7,7,3.99235551770708,2.6682464758403355,1.3241090418667447,0.062368351966142654,0.025464916601777077,3.6903435364365578,0,1.3241090418667447,3.6903435364365578
WR,Ja'Kobi Lane,Other production,4,4,3.99235551770708,3.759216666666665,0.23313885104041532,0.062368351966142654,0.06019272282719612,0.21756291389465332,0,0.23313885104041532,0.21756291389465332
WR,Ja'Kobi Lane,Receiving production,114,114,3.99235551770708,5.239554770809838,-1.247199253102758,0.062368351966142654,0.11544103920459747,-5.307268723845482,0,1.247199253102758,5.307268723845482
WR,Ja'Kobi Lane,Scouting surprise,2,2,3.99235551770708,3.9879087950180043,0.004446722689075866,0.062368351966142654,0.06014127656817436,0.22270753979682922,0,0.004446722689075866,0.22270753979682922
WR,Chris Brazzell II,Age / experience,4,4,4.119425413400209,4.087363365080881,0.03206204831932791,0.1873580813407898,0.18599236011505127,0.13657212257385254,0,0.03206204831932791,0.13657212257385254
WR,Chris Brazzell II,Draft capital,7,7,4.119425413400209,2.861707577906164,1.257717835494045,0.1873580813407898,0.08112109452486038,10.623698681592941,0,1.257717835494045,10.623698681592941
WR,Chris Brazzell II,Other production,4,4,4.119425413400209,4.081758818512254,0.03766659488795465,0.1873580813407898,0.1873580813407898,0.0,0,0.03766659488795465,0.0
WR,Chris Brazzell II,Receiving production,114,114,4.119425413400209,4.782144555890537,-0.662719142490328,0.1873580813407898,0.11083684861660004,7.652123272418976,1,0.662719142490328,7.652123272418976
WR,Chris Brazzell II,Scouting surprise,2,2,4.119425413400209,4.096697279646707,0.022728133753501467,0.1873580813407898,0.18092796206474304,0.6430119276046753,0,0.022728133753501467,0.6430119276046753
WR,Ted Hurst,Age / experience,4,4,4.924652876150459,5.004101899009601,-0.07944902285914246,0.22577476501464844,0.22450298070907593,0.12717843055725098,1,0.07944902285914246,0.12717843055725098
WR,Ted Hurst,Draft capital,7,7,4.924652876150459,4.472333147759102,0.45231972839135715,0.22577476501464844,0.08370071649551392,14.207404851913452,0,0.45231972839135715,14.207404851913452
WR,Ted Hurst,Other production,4,4,4.924652876150459,4.926820350890354,-0.0021674747398954253,0.22577476501464844,0.2279786318540573,-0.22038668394088745,0,0.0021674747398954253,0.22038668394088745
WR,Ted Hurst,Receiving production,114,114,4.924652876150459,5.384407400153245,-0.45975452400278627,0.22577476501464844,0.14818502962589264,7.75897353887558,1,0.45975452400278627,7.75897353887558
WR,Ted Hurst,Scouting surprise,2,2,4.924652876150459,4.755166337785111,0.16948653836534788,0.22577476501464844,0.18379607796669006,4.197868704795837,0,0.16948653836534788,4.197868704795837
WR,Zavion Thomas,Age / experience,4,4,2.509102265906362,2.509102265906362,0.0,0.09007555991411209,0.09007555991411209,0.0,0,0.0,0.0
WR,Zavion Thomas,Draft capital,7,7,2.509102265906362,3.452857003551422,-0.9437547376450599,0.09007555991411209,0.04974474757909775,4.033081233501434,1,0.9437547376450599,4.033081233501434
WR,Zavion Thomas,Other production,4,4,2.509102265906362,2.3130968102240885,0.19600545568227368,0.09007555991411209,0.09035919606685638,-0.02836361527442932,1,0.19600545568227368,0.02836361527442932
WR,Zavion Thomas,Receiving production,114,114,2.509102265906362,5.097228443528928,-2.5881261776225655,0.09007555991411209,0.10412333160638809,-1.4047771692276,0,2.5881261776225655,1.4047771692276
WR,Zavion Thomas,Scouting surprise,2,2,2.509102265906362,2.499613421618647,0.009488844287715015,0.09007555991411209,0.08958857506513596,0.048698484897613525,0,0.009488844287715015,0.048698484897613525
WR,Chris Bell,Age / experience,4,4,4.660868620406493,4.656295676729023,0.004572943677469965,0.09311939775943756,0.12918183207511902,-3.6062434315681458,1,0.004572943677469965,3.6062434315681458
WR,Chris Bell,Draft capital,7,7,4.660868620406493,2.932402682072828,1.728465938333665,0.09311939775943756,0.032452452927827835,6.066694483160973,0,1.728465938333665,6.066694483160973
WR,Chris Bell,Other production,4,4,4.660868620406493,4.517596759161994,0.1432718612444992,0.09311939775943756,0.08930041640996933,0.3818981349468231,0,0.1432718612444992,0.3818981349468231
WR,Chris Bell,Receiving production,114,114,4.660868620406493,4.8194821566808566,-0.15861353627436348,0.09311939775943756,0.09002751857042313,0.3091879189014435,1,0.15861353627436348,0.3091879189014435
WR,Chris Bell,Scouting surprise,2,2,4.660868620406493,4.646488883761836,0.014379736644657193,0.09311939775943756,0.07645425200462341,1.6665145754814148,0,0.014379736644657193,1.6665145754814148
WR,Brenen Thompson,Age / experience,4,4,4.1361262229891995,4.146862839135658,-0.010736616146458822,0.03041176125407219,0.043552108108997345,-1.3140346854925156,0,0.010736616146458822,1.3140346854925156
WR,Brenen Thompson,Draft capital,7,7,4.1361262229891995,4.332406146708687,-0.19627992371948721,0.03041176125407219,0.028751570731401443,0.16601905226707458,1,0.19627992371948721,0.16601905226707458
WR,Brenen Thompson,Other production,4,4,4.1361262229891995,4.027332656812728,0.1087935661764714,0.03041176125407219,0.029675692319869995,0.07360689342021942,0,0.1087935661764714,0.07360689342021942
WR,Brenen Thompson,Receiving production,114,114,4.1361262229891995,3.4206691675837004,0.7154570554054991,0.03041176125407219,0.030897770076990128,-0.04860088229179382,1,0.7154570554054991,0.04860088229179382
WR,Brenen Thompson,Scouting surprise,2,2,4.1361262229891995,4.129977334683877,0.006148888305322231,0.03041176125407219,0.02985357865691185,0.055818259716033936,0,0.006148888305322231,0.055818259716033936
WR,Elijah Sarratt,Age / experience,4,4,5.434221705682271,5.379542183623448,0.05467952205882298,0.146666020154953,0.14554379880428314,0.11222213506698608,0,0.05467952205882298,0.11222213506698608
WR,Elijah Sarratt,Draft capital,7,7,5.434221705682271,5.435676022408961,-0.0014543167266900525,0.146666020154953,0.14530235528945923,0.13636648654937744,1,0.0014543167266900525,0.13636648654937744
WR,Elijah Sarratt,Other production,4,4,5.434221705682271,5.561630890856341,-0.12740918517406996,0.146666020154953,0.14389623701572418,0.2769783139228821,1,0.12740918517406996,0.2769783139228821
WR,Elijah Sarratt,Receiving production,114,114,5.434221705682271,3.5502660377901183,1.8839556678921525,0.146666020154953,0.04198944568634033,10.467657446861267,0,1.8839556678921525,10.467657446861267
WR,Elijah Sarratt,Scouting surprise,2,2,5.434221705682271,4.993870423669466,0.4403512820128048,0.146666020154953,0.13208985328674316,1.4576166868209839,0,0.4403512820128048,1.4576166868209839
WR,Kaden Wetjen,Age / experience,4,4,2.8633279101640676,2.9534284131152466,-0.090100502951179,0.019906414672732353,0.0197316724807024,0.0174742192029953,1,0.090100502951179,0.0174742192029953
WR,Kaden Wetjen,Draft capital,7,7,2.8633279101640676,2.947809583333334,-0.08448167316926636,0.019906414672732353,0.024578653275966644,-0.4672238603234291,0,0.08448167316926636,0.4672238603234291
WR,Kaden Wetjen,Other production,4,4,2.8633279101640676,2.7946648454381764,0.06866306472589123,0.019906414672732353,0.01918169856071472,0.07247161120176315,0,0.06866306472589123,0.07247161120176315
WR,Kaden Wetjen,Receiving production,114,114,2.8633279101640676,3.320410226215487,-0.45708231605141947,0.019906414672732353,0.03152161464095116,-1.1615199968218803,0,0.45708231605141947,1.1615199968218803
WR,Kaden Wetjen,Scouting surprise,2,2,2.8633279101640676,2.711150764555824,0.1521771456082437,0.019906414672732353,0.018955837935209274,0.09505767375230789,0,0.1521771456082437,0.09505767375230789
WR,Skyler Bell,Age / experience,4,4,2.776019068127253,2.822121461834736,-0.046102393707482925,0.018285328522324562,0.024564728140830994,-0.6279399618506432,0,0.046102393707482925,0.6279399618506432
WR,Skyler Bell,Draft capital,7,7,2.776019068127253,3.5470488883053246,-0.7710298201780716,0.018285328522324562,0.0213562473654747,-0.3070918843150139,0,0.7710298201780716,0.3070918843150139
WR,Skyler Bell,Other production,4,4,2.776019068127253,2.719354025610247,0.0566650425170061,0.018285328522324562,0.01788918301463127,0.03961455076932907,0,0.0566650425170061,0.03961455076932907
WR,Skyler Bell,Receiving production,114,114,2.776019068127253,2.9587133014872644,-0.18269423336001145,0.018285328522324562,0.024227121844887733,-0.5941793322563171,0,0.18269423336001145,0.5941793322563171
WR,Skyler Bell,Scouting surprise,2,2,2.776019068127253,2.715614064875953,0.06040500325129994,0.018285328522324562,0.017749205231666565,0.05361232906579971,0,0.06040500325129994,0.05361232906579971
WR,Bryce Lance,Age / experience,4,4,3.0266134433773497,3.1358459551320514,-0.10923251175470172,0.028879662975668907,0.028628451749682426,0.02512112259864807,1,0.10923251175470172,0.02512112259864807
WR,Bryce Lance,Draft capital,7,7,3.0266134433773497,3.689820277736095,-0.6632068343587454,0.028879662975668907,0.03714483231306076,-0.8265169337391853,0,0.6632068343587454,0.8265169337391853
WR,Bryce Lance,Other production,4,4,3.0266134433773497,3.183156678546418,-0.15654323516906832,0.028879662975668907,0.028879662975668907,0.0,0,0.15654323516906832,0.0
WR,Bryce Lance,Receiving production,114,114,3.0266134433773497,2.2324218522408974,0.7941915911364523,0.028879662975668907,0.028879662975668907,0.0,0,0.7941915911364523,0.0
WR,Bryce Lance,Scouting surprise,2,2,3.0266134433773497,3.243880893232292,-0.21726744985494229,0.028879662975668907,0.029262851923704147,-0.03831889480352402,0,0.21726744985494229,0.03831889480352402
WR,Colbie Young,Age / experience,4,4,2.1208277613545428,2.156209257953183,-0.035381496598640094,0.04299013689160347,0.05097469687461853,-0.798455998301506,0,0.035381496598640094,0.798455998301506
WR,Colbie Young,Draft capital,7,7,2.1208277613545428,2.5267378825280136,-0.4059101211734708,0.04299013689160347,0.05149327591061592,-0.8503139019012451,0,0.4059101211734708,0.8503139019012451
WR,Colbie Young,Other production,4,4,2.1208277613545428,2.054103904561825,0.06672385679271775,0.04299013689160347,0.041460540145635605,0.1529596745967865,0,0.06672385679271775,0.1529596745967865
WR,Colbie Young,Receiving production,114,114,2.1208277613545428,2.5735003565176093,-0.45267259516306657,0.04299013689160347,0.03336730971932411,0.9622827172279358,1,0.45267259516306657,0.9622827172279358
WR,Colbie Young,Scouting surprise,2,2,2.1208277613545428,2.118258981592638,0.002568779761904949,0.04299013689160347,0.030437909066677094,1.2552227824926376,0,0.002568779761904949,1.2552227824926376
WR,Reggie Virgil,Age / experience,4,4,3.6164644365246073,3.5926175540216074,0.023846882502999822,0.025214891880750656,0.028299076482653618,-0.3084184601902962,1,0.023846882502999822,0.3084184601902962
WR,Reggie Virgil,Draft capital,7,7,3.6164644365246073,3.227036533613444,0.38942790291116314,0.025214891880750656,0.02915714681148529,-0.39422549307346344,1,0.38942790291116314,0.39422549307346344
WR,Reggie Virgil,Other production,4,4,3.6164644365246073,3.454224222438973,0.16224021408563427,0.025214891880750656,0.025214891880750656,0.0,0,0.16224021408563427,0.0
WR,Reggie Virgil,Receiving production,114,114,3.6164644365246073,2.6651082685991097,0.9513561679254976,0.025214891880750656,0.022358214482665062,0.2856677398085594,0,0.9513561679254976,0.2856677398085594
WR,Reggie Virgil,Scouting surprise,2,2,3.6164644365246073,3.647596384803919,-0.03113194827931176,0.025214891880750656,0.02554209716618061,-0.03272052854299545,0,0.03113194827931176,0.03272052854299545
WR,Kendrick Law,Age / experience,4,4,3.1763659176170465,3.179391289265706,-0.0030253716486594584,0.017434176057577133,0.01946915127336979,-0.2034975215792656,0,0.0030253716486594584,0.2034975215792656
WR,Kendrick Law,Draft capital,7,7,3.1763659176170465,2.86883118597439,0.30753473164265666,0.017434176057577133,0.020436154678463936,-0.30019786208868027,1,0.30753473164265666,0.30019786208868027
WR,Kendrick Law,Other production,4,4,3.1763659176170465,3.090702213635453,0.08566370398159329,0.017434176057577133,0.017434176057577133,0.0,0,0.08566370398159329,0.0
WR,Kendrick Law,Receiving production,114,114,3.1763659176170465,0.9264958283313323,2.2498700892857144,0.017434176057577133,0.022358214482665062,-0.4924038425087929,1,2.2498700892857144,0.4924038425087929
WR,Kendrick Law,Scouting surprise,2,2,3.1763659176170465,3.163405679271708,0.01296023834533866,0.017434176057577133,0.017662232741713524,-0.02280566841363907,1,0.01296023834533866,0.02280566841363907
WR,Cyrus Allen,Age / experience,4,4,2.215292807706417,2.2877104705215423,-0.07241766281512518,0.026656854897737503,0.03136987239122391,-0.47130174934864044,0,0.07241766281512518,0.47130174934864044
WR,Cyrus Allen,Draft capital,7,7,2.215292807706417,2.978337888905563,-0.763045081199146,0.026656854897737503,0.031019514426589012,-0.4362659528851509,0,0.763045081199146,0.4362659528851509
WR,Cyrus Allen,Other production,4,4,2.215292807706417,2.0573664756736023,0.1579263320328148,0.026656854897737503,0.026656854897737503,0.0,0,0.1579263320328148,0.0
WR,Cyrus Allen,Receiving production,114,114,2.215292807706417,0.8413665610827664,1.3739262466236508,0.026656854897737503,0.021985506638884544,0.46713482588529587,0,1.3739262466236508,0.46713482588529587
WR,Cyrus Allen,Scouting surprise,2,2,2.215292807706417,2.2315331463418704,-0.016240338635453266,0.026656854897737503,0.02725217118859291,-0.05953162908554077,0,0.016240338635453266,0.05953162908554077
WR,Kevin Coleman Jr.,Age / experience,4,4,2.955727631677674,2.9672937581282537,-0.011566126450579528,0.049215834587812424,0.04879660904407501,0.04192255437374115,1,0.011566126450579528,0.04192255437374115
WR,Kevin Coleman Jr.,Draft capital,7,7,2.955727631677674,3.7576337542100195,-0.8019061225323454,0.049215834587812424,0.0631180927157402,-1.390225812792778,0,0.8019061225323454,1.390225812792778
WR,Kevin Coleman Jr.,Other production,4,4,2.955727631677674,2.3225162716336545,0.6332113600440197,0.049215834587812424,0.04818248003721237,0.10333545506000519,0,0.6332113600440197,0.10333545506000519
WR,Kevin Coleman Jr.,Receiving production,114,114,2.955727631677674,1.4236038369514483,1.5321237947262258,0.049215834587812424,0.03035665675997734,1.8859177827835083,0,1.5321237947262258,1.8859177827835083
WR,Kevin Coleman Jr.,Scouting surprise,2,2,2.955727631677674,2.946070340011007,0.009657291666667067,0.049215834587812424,0.049215834587812424,0.0,0,0.009657291666667067,0.0
WR,Barion Brown,Age / experience,4,4,2.0607128615196073,2.1141482341686673,-0.05343537264905995,0.04491123929619789,0.054412517696619034,-0.9501278400421143,0,0.05343537264905995,0.9501278400421143
WR,Barion Brown,Draft capital,7,7,2.0607128615196073,4.054257855267106,-1.9935449937474985,0.04491123929619789,0.053342510014772415,-0.8431270718574524,0,1.9935449937474985,0.8431270718574524
WR,Barion Brown,Other production,4,4,2.0607128615196073,1.830107373449379,0.2306054880702284,0.04491123929619789,0.043964073061943054,0.0947166234254837,0,0.2306054880702284,0.0947166234254837
WR,Barion Brown,Receiving production,114,114,2.0607128615196073,0.7736464196511941,1.2870664418684132,0.04491123929619789,0.022373534739017487,2.2537704557180405,0,1.2870664418684132,2.2537704557180405
WR,Barion Brown,Scouting surprise,2,2,2.0607128615196073,2.0411338086484596,0.019579052871147695,0.04491123929619789,0.04548211023211479,-0.057087093591690063,1,0.019579052871147695,0.057087093591690063
WR,Josh Cameron,Age / experience,4,4,1.494856783338335,1.6296063751750693,-0.1347495918367343,0.03078557178378105,0.03537994995713234,-0.4594378173351288,0,0.1347495918367343,0.4594378173351288
WR,Josh Cameron,Draft capital,7,7,1.494856783338335,2.551831316526612,-1.056974533188277,0.03078557178378105,0.038236573338508606,-0.7451001554727554,0,1.056974533188277,0.7451001554727554
WR,Josh Cameron,Other production,4,4,1.494856783338335,1.0498810648009207,0.44497571853741436,0.03078557178378105,0.029440011829137802,0.13455599546432495,0,0.44497571853741436,0.13455599546432495
WR,Josh Cameron,Receiving production,114,114,1.494856783338335,1.7010593208684996,-0.2062025375301646,0.03078557178378105,0.022454801946878433,0.8330769836902618,1,0.2062025375301646,0.8330769836902618
WR,Josh Cameron,Scouting surprise,2,2,1.494856783338335,1.5080385060274109,-0.013181722689075803,0.03078557178378105,0.031182754784822464,-0.039718300104141235,0,0.013181722689075803,0.039718300104141235
WR,Malik Benson,Age / experience,4,4,1.274803914982659,1.270407512671735,0.004396402310924197,0.026200497522950172,0.025971967726945877,0.022852979600429535,0,0.004396402310924197,0.022852979600429535
WR,Malik Benson,Draft capital,7,7,1.274803914982659,3.426976954031611,-2.152173039048952,0.026200497522950172,0.03264499455690384,-0.6444497033953667,0,2.152173039048952,0.6444497033953667
WR,Malik Benson,Other production,4,4,1.274803914982659,1.2981604180838993,-0.023356503101240156,0.026200497522950172,0.025931967422366142,0.026853010058403015,1,0.023356503101240156,0.026853010058403015
WR,Malik Benson,Receiving production,114,114,1.274803914982659,0.5460500195078033,0.7287538954748558,0.026200497522950172,0.028624894097447395,-0.2424396574497223,1,0.7287538954748558,0.2424396574497223
WR,Malik Benson,Scouting surprise,2,2,1.274803914982659,1.351502509670534,-0.07669859468787488,0.026200497522950172,0.02654014341533184,-0.03396458923816681,0,0.07669859468787488,0.03396458923816681
WR,CJ Daniels,Age / experience,4,4,1.144071504976991,1.1957055789815925,-0.051634074004601516,0.03694013133645058,0.043724771589040756,-0.6784640252590179,0,0.051634074004601516,0.6784640252590179
WR,CJ Daniels,Draft capital,7,7,1.144071504976991,2.586558559923969,-1.4424870549469782,0.03694013133645058,0.04384121671319008,-0.6901085376739502,0,1.4424870549469782,0.6901085376739502
WR,CJ Daniels,Other production,4,4,1.144071504976991,1.0826832089085636,0.06138829606842733,0.03694013133645058,0.03561780974268913,0.1322321593761444,0,0.06138829606842733,0.1322321593761444
WR,CJ Daniels,Receiving production,114,114,1.144071504976991,1.0175130040917888,0.12655850088520215,0.03694013133645058,0.022813711315393448,1.412642002105713,0,0.12655850088520215,1.412642002105713
WR,CJ Daniels,Scouting surprise,2,2,1.144071504976991,1.1285886893507404,0.015482815626250535,0.03694013133645058,0.03741364926099777,-0.04735179245471954,1,0.015482815626250535,0.04735179245471954
WR,Emmanuel Henderson Jr.,Age / experience,4,4,2.978181425320128,2.9688856665166083,0.009295758803519849,0.022592859342694283,0.022395072504878044,0.01977868378162384,0,0.009295758803519849,0.01977868378162384
WR,Emmanuel Henderson Jr.,Draft capital,7,7,2.978181425320128,4.103324785789317,-1.1251433604691887,0.022592859342694283,0.02785487286746502,-0.5262013524770737,0,1.1251433604691887,0.5262013524770737
WR,Emmanuel Henderson Jr.,Other production,4,4,2.978181425320128,2.915605344137656,0.06257608118247227,0.022592859342694283,0.022592859342694283,0.0,0,0.06257608118247227,0.0
WR,Emmanuel Henderson Jr.,Receiving production,114,114,2.978181425320128,0.6779801007069491,2.300201324613179,0.022592859342694283,0.028624894097447395,-0.6032034754753113,1,2.300201324613179,0.6032034754753113
WR,Emmanuel Henderson Jr.,Scouting surprise,2,2,2.978181425320128,2.8710298739495808,0.10715155137054744,0.022592859342694283,0.022886838763952255,-0.02939794212579727,1,0.10715155137054744,0.02939794212579727
WR,CJ Williams,Age / experience,4,4,1.3443847534013604,1.3409929775091856,0.0033917758921748753,0.01798437349498272,0.019606489688158035,-0.16221161931753159,1,0.0033917758921748753,0.16221161931753159
WR,CJ Williams,Draft capital,7,7,1.3443847534013604,3.2284185816826714,-1.884033828281311,0.01798437349498272,0.021486010402441025,-0.35016369074583054,0,1.884033828281311,0.35016369074583054
WR,CJ Williams,Other production,4,4,1.3443847534013604,1.3566843149759902,-0.012299561574629747,0.01798437349498272,0.01798437349498272,0.0,0,0.012299561574629747,0.0
WR,CJ Williams,Receiving production,114,114,1.3443847534013604,1.2720327382619712,0.07235201513938927,0.01798437349498272,0.022182537242770195,-0.41981637477874756,1,0.07235201513938927,0.41981637477874756
WR,CJ Williams,Scouting surprise,2,2,1.3443847534013604,1.3778924324729889,-0.03350767907162844,0.01798437349498272,0.01822570711374283,-0.024133361876010895,0,0.03350767907162844,0.024133361876010895
WR,Lewis Bond,Age / experience,4,4,1.449890933248299,1.5321675969819746,-0.08227666373367559,0.03180822730064392,0.04240414872765541,-1.059592142701149,0,0.08227666373367559,1.059592142701149
WR,Lewis Bond,Draft capital,7,7,1.449890933248299,3.2334890904695217,-1.7835981572212227,0.03180822730064392,0.036848485469818115,-0.5040258169174194,0,1.7835981572212227,0.5040258169174194
WR,Lewis Bond,Other production,4,4,1.449890933248299,1.4309370005919035,0.018953932656395445,0.03180822730064392,0.03180822730064392,0.0,0,0.018953932656395445,0.0
WR,Lewis Bond,Receiving production,114,114,1.449890933248299,0.9886269715386155,0.46126396170968353,0.03180822730064392,0.03279504179954529,-0.09868144989013672,1,0.46126396170968353,0.09868144989013672
WR,Lewis Bond,Scouting surprise,2,2,1.449890933248299,1.4583801887004801,-0.008489255452181155,0.03180822730064392,0.024143895134329796,0.7664332166314125,1,0.008489255452181155,0.7664332166314125
WR,Anthony Smith,Age / experience,4,4,1.3357829581415894,1.2810875672352275,0.054695390906361885,0.018219776451587677,0.023252926766872406,-0.5033150315284729,1,0.054695390906361885,0.5033150315284729
WR,Anthony Smith,Draft capital,7,7,1.3357829581415894,3.259503930822332,-1.9237209726807427,0.018219776451587677,0.02245931886136532,-0.42395424097776413,0,1.9237209726807427,0.42395424097776413
WR,Anthony Smith,Other production,4,4,1.3357829581415894,1.363338177604374,-0.027555219462784608,0.018219776451587677,0.018219776451587677,0.0,0,0.027555219462784608,0.0
WR,Anthony Smith,Receiving production,114,114,1.3357829581415894,1.1865624797002132,0.1492204784413762,0.018219776451587677,0.021985506638884544,-0.37657301872968674,1,0.1492204784413762,0.37657301872968674
WR,Anthony Smith,Scouting surprise,2,2,1.3357829581415894,1.3020885553804846,0.0336944027611048,0.018219776451587677,0.01863027736544609,-0.04105009138584137,1,0.0336944027611048,0.04105009138584137
WR,Deion Burks,Age / experience,4,4,1.3152049614845938,1.33742650010004,-0.02222153861544629,0.01815544068813324,0.02059798501431942,-0.244254432618618,0,0.02222153861544629,0.244254432618618
WR,Deion Burks,Draft capital,7,7,1.3152049614845938,3.0955004166249838,-1.78029545514039,0.01815544068813324,0.02164924144744873,-0.3493800759315491,0,1.78029545514039,0.3493800759315491
WR,Deion Burks,Other production,4,4,1.3152049614845938,1.2542655632252901,0.06093939825930361,0.01815544068813324,0.017493322491645813,0.06621181964874268,0,0.06093939825930361,0.06621181964874268
WR,Deion Burks,Receiving production,114,114,1.3152049614845938,1.0568833139505807,0.2583216475340131,0.01815544068813324,0.022373534739017487,-0.4218094050884247,1,0.2583216475340131,0.4218094050884247
WR,Deion Burks,Scouting surprise,2,2,1.3152049614845938,1.3720295098039215,-0.056824548319327706,0.01815544068813324,0.018392756581306458,-0.023731589317321777,0,0.056824548319327706,0.023731589317321777
TE,Kenyon Sadiq,Age / experience,4,4,8.22883863853933,8.225663011288429,0.0031756272509007033,0.3663089871406555,0.3663089871406555,0.0,0,0.0031756272509007033,0.0
TE,Kenyon Sadiq,Athletic profile,12,12,8.22883863853933,8.244981830592955,-0.01614319205362591,0.3663089871406555,0.31372201442718506,5.258697271347046,1,0.01614319205362591,5.258697271347046
TE,Kenyon Sadiq,College team context,168,0,8.22883863853933,7.68879199651422,0.5400466420251098,0.3663089871406555,0.3663089871406555,0.0,0,0.5400466420251098,0.0
TE,Kenyon Sadiq,Draft capital,7,7,8.22883863853933,4.201753072292435,4.027085566246894,0.3663089871406555,0.07559145241975784,29.071753472089767,0,4.027085566246894,29.071753472089767
TE,Kenyon Sadiq,Other production,4,0,8.22883863853933,8.222712652760402,0.006125985778927756,0.3663089871406555,0.3663089871406555,0.0,0,0.006125985778927756,0.0
TE,Kenyon Sadiq,Receiving production,114,48,8.22883863853933,8.096021742962336,0.13281689557699394,0.3663089871406555,0.3387185037136078,2.759048342704773,0,0.13281689557699394,2.759048342704773
TE,Kenyon Sadiq,Scouting surprise,2,0,8.22883863853933,8.204281419651775,0.02455721888755491,0.3663089871406555,0.3663089871406555,0.0,0,0.02455721888755491,0.0
TE,Eli Stowers,Age / experience,4,4,6.314184573853435,6.314184573853434,8.881784197001252e-16,0.37128734588623047,0.37128734588623047,0.0,0,8.881784197001252e-16,0.0
TE,Eli Stowers,Athletic profile,12,12,6.314184573853435,5.837509937549615,0.47667463630382034,0.37128734588623047,0.3114803433418274,5.980700254440308,0,0.47667463630382034,5.980700254440308
TE,Eli Stowers,College team context,168,0,6.314184573853435,5.968986552851329,0.3451980210021057,0.37128734588623047,0.37128734588623047,0.0,0,0.3451980210021057,0.0
TE,Eli Stowers,Draft capital,7,7,6.314184573853435,4.66599984619722,1.648184727656215,0.37128734588623047,0.09626147150993347,27.5025874376297,0,1.648184727656215,27.5025874376297
TE,Eli Stowers,Other production,4,0,6.314184573853435,6.291952911779514,0.02223166207392069,0.37128734588623047,0.37128734588623047,0.0,0,0.02223166207392069,0.0
