position,rank,pfr_name,prospect_model_percentile,outcome_percentile,prospect_percentile_reference_n,draft_team,draft_round,draft_pick,pred_best2of3_ppg,pred_peak3_ppg,pred_rookie_ppg,pred_avg3_ppg,pred_total3_ppr,pred80_low,pred80_high,pred90_low,pred90_high,hit_probability,college_match,fuzzy_match,scout_boost
WR,32,CJ Williams,11.047619047619047,37.37201365187713,525,JAX,6,203,1.3443847534013604,1.9164569567827139,0.4507056884612818,0.9298939730579311,47.069340272108875,0.0,6.8559288690476174,0.0,8.170262789115643,0.017984373,1.0,0.0,0.07853905449039367
WR,33,Anthony Smith,11.047619047619047,37.20136518771331,525,DAL,7,218,1.3357829581415892,1.8948214940976404,0.5842558047578008,1.0009021044397357,49.061489591836775,0.0,6.847327073787846,0.0,8.161660993855872,0.018219776,1.0,0.0,-0.11989409579201205
WR,34,Deion Burks,10.095238095238095,37.03071672354949,525,IND,7,254,1.315204961484594,1.635273140256101,0.5116740771308522,0.8228839335278333,39.47945877551022,0.0,6.8267490771308506,0.0,8.141082997198877,0.01815544,1.0,0.0,-0.0554507865678362
WR,35,Malik Benson,8.571428571428571,36.86006825938566,525,LVR,6,195,1.274803914982659,1.971543994514473,0.5471754144157661,0.9468045282724192,46.95597249433105,0.0,6.786348030628916,0.0,8.100681950696941,0.026200498,1.0,0.0,-0.1747323631227724
WR,36,CJ Daniels,4.571428571428571,35.665529010238906,525,LAR,6,197,1.144071504976991,1.4549169817927174,0.8058703466386555,0.7940105997205004,40.91630993197275,0.0,6.655615620623248,0.0,7.969949540691274,0.03694013,1.0,0.0,-0.6986523478991673
TE,1,Kenyon Sadiq,96.12068965517241,87.77777777777777,232,NYJ,1,16,8.22883863853933,9.355852043984262,6.128904132046756,7.113293189361665,348.79931908123604,5.351154676549755,11.106522600528905,3.6688552141099997,12.78882206296866,0.366309,1.0,0.0,1.65484433274657
TE,2,Eli Stowers,86.63793103448276,78.51851851851852,232,PHI,2,54,6.314184573853434,7.316632146651197,3.973278074719396,5.2289982915576,260.8712150400393,3.4365006118638597,9.191868535843009,1.7542011494241043,10.874167998282765,0.37128735,1.0,0.0,0.22123326052251002
TE,3,Max Klare,82.75862068965517,74.44444444444444,232,LAR,2,61,5.466731235400921,6.366232789318522,3.4400902819274553,4.359518696805245,214.63716340358042,2.5890472734113468,8.344415197390497,0.9067478109715914,10.026714659830251,0.31992635,1.0,0.0,0.8305108951952169
TE,4,Marlin Klein,71.12068965517241,70.37037037037037,232,HOU,2,59,4.295241791700361,4.891489329081282,1.9595051131431598,3.3115411255328575,165.67010669172083,1.4175578297107867,7.172925753689936,0.0,8.855225216129691,0.2158792,1.0,0.0,0.526454058939323
TE,5,Tanner Koziol,68.53448275862068,68.88888888888889,232,JAX,5,164,4.117402183331957,4.951220829952027,2.2353133410823545,3.3515603228390662,161.54959215387794,1.2397182213423825,6.995086145321531,0.0,8.677385607761288,0.095438324,1.0,0.0,-1.199730376059088
