position,rank,pfr_name,prospect_model_percentile,outcome_percentile,prospect_percentile_reference_n,draft_team,draft_round,draft_pick,pred_best2of3_ppg,pred_peak3_ppg,pred_rookie_ppg,pred_avg3_ppg,pred_total3_ppr,pred80_low,pred80_high,pred90_low,pred90_high,hit_probability,college_match,fuzzy_match,scout_boost,percentile_bucket,historical_bucket_n,historical_hit_rate,historical_hit_rate_ci_low,historical_hit_rate_ci_high,historical_star_rate,historical_star_rate_ci_low,historical_star_rate_ci_high,historical_bucket_mean_primary_ppg,feature_coverage,mean_5nn_distance,neighbor_density_percentile,model_confidence_score,model_confidence,out_of_distribution_flag,nearest5_historical_hit_rate,nearest5_historical_star_rate,nearest5_historical_primary_ppg_mean,closest_historical_comps,closest_comp_1,closest_comp_2,closest_comp_3,similarity_feature_count,historical_reference_n
RB,9,Adam Randall,34.852546916890084,50.59952038369304,373,BAL,5,174,2.933890347765044,4.019249989967157,3.0643300092331893,2.1099034041902143,101.23842551481148,0.0,7.574064533897549,0.0,9.24938326228115,0.041186508,1.0,0.0,0.1145210007759622,20-40,75,0.0266666666666666,0.0073435350236005,0.0921166484328488,0.0,0.0,0.0487255459047,2.525513725490196,0.987012987012987,0.9670398710028716,9.59232613908873,36.325017907751715,Low,1,0.0,0.0,5.020625000000001,C.J. Prosise (2016); Tevin Coleman (2015); Jordan Wilkins (2018); Wendell Smallwood (2016); Joe McKnight (2010),C.J. Prosise (2016),Tevin Coleman (2015),Jordan Wilkins (2018),77,417
RB,10,Nicholas Singleton,32.975871313672926,49.40047961630695,373,TEN,5,165,2.7933267426359496,3.510577824958857,1.9765811713264472,2.177245695042969,106.37854161048048,0.0,7.433500928768455,0.0,9.108819657152054,0.038926564,1.0,0.0,-0.6910917586677217,20-40,75,0.0266666666666666,0.0073435350236005,0.0921166484328488,0.0,0.0,0.0487255459047,2.525513725490196,0.8571428571428571,0.4785611568029605,91.12709832134293,89.50325453922575,High,0,0.0,0.0,4.913933823529412,Aaron Brown (2009); James White (2014); La'Mical Perine (2020); Tim Hightower (2008); Keaontay Ingram (2022),Aaron Brown (2009),James White (2014),La'Mical Perine (2020),77,417
RB,11,Kaytron Allen,19.571045576407503,42.44604316546763,373,WAS,6,187,1.863826677397293,2.395179120142865,1.6373579723469749,1.4829042575258984,72.84926943109534,0.0,6.504000863529798,0.0,8.179319591913398,0.022278432,1.0,0.0,-0.8732728495621966,0-20,74,0.0405405405405405,0.0138821795795955,0.1125489318055764,0.0135135135135135,0.0023894018749393,0.0726553042975956,1.58100009936407,0.8831168831168831,0.39383672872506964,94.96402877697841,92.96832663739139,High,0,0.0,0.0,0.9743749999999999,Deji Karim (2010); Alex Armah (2017); Trenton Cannon (2018); Ryan D'Imperio (2010); De'Angelo Henderson (2017),Deji Karim (2010),Alex Armah (2017),Trenton Cannon (2018),77,417
RB,12,Seth McGowan,16.890080428954423,38.36930455635492,373,IND,7,237,1.6407759509443296,2.0375957094377246,1.2259749817453898,1.3240031603358955,65.33811357982583,0.0,6.280950137076834,0.0,7.956268865460434,0.0613902,1.0,0.0,-0.7922354631268842,0-20,74,0.0405405405405405,0.0138821795795955,0.1125489318055764,0.0135135135135135,0.0023894018749393,0.0726553042975956,1.58100009936407,0.974025974025974,0.8530728436807141,16.786570743405278,40.971378741162916,Medium,0,0.0,0.0,3.1591176470588236,Elijah McGuire (2017); Charles Sims (2014); Keaontay Ingram (2022); Kylin Hill (2021); Chris Evans (2021),Elijah McGuire (2017),Charles Sims (2014),Keaontay Ingram (2022),77,417
RB,13,Jam Miller,4.557640750670242,25.65947242206235,373,NWE,7,245,0.5676106526524607,1.0337286759981643,0.136753503152438,0.2385945377421499,12.760482132950033,0.0,5.207784838784965,0.0,6.883103567168565,0.022546219,1.0,0.0,-0.5000508015513407,0-20,74,0.0405405405405405,0.0138821795795955,0.1125489318055764,0.0135135135135135,0.0023894018749393,0.0726553042975956,1.58100009936407,0.8441558441558441,0.5586902602358375,76.97841726618705,79.20956741100626,High,0,0.0,0.0,2.1112499999999996,Khalfani Muhammad (2017); Gerrid Doaks (2021); T.J. Logan (2017); Bilal Powell (2011); Spencer Ware (2013),Khalfani Muhammad (2017),Gerrid Doaks (2021),T.J. Logan (2017),77,417
TE,1,Kenyon Sadiq,96.1206896551724,87.77777777777777,232,NYJ,1,16,8.22883863853933,9.355852043984262,6.128904132046756,7.113293189361665,348.79931908123604,5.351154676549755,11.106522600528905,3.66885521411,12.78882206296866,0.366309,1.0,0.0,1.65484433274657,95-100,12,0.5833333333333334,0.3195073356553728,0.8067425380947535,0.1666666666666666,0.0469641476148222,0.4480363573846727,7.199571078431372,0.9935691318327974,1.0664136483330462,10.37037037037037,37.06633321424318,Medium,0,0.4,0.2,6.83625,O.J. Howard (2017); Travis Kelce (2013); Cameron Latu (2023); Evan Engram (2017); Fred Davis (2008),O.J. Howard (2017),Travis Kelce (2013),Cameron Latu (2023),311,270
TE,2,Eli Stowers,86.63793103448276,78.51851851851852,232,PHI,2,54,6.314184573853434,7.316632146651197,3.973278074719396,5.2289982915576,260.8712150400393,3.43650061186386,9.191868535843009,1.7542011494241043,10.874167998282765,0.37128735,1.0,0.0,0.22123326052251,80-90,23,0.2608695652173913,0.1254844588924897,0.4647039054375056,0.1739130434782608,0.0697854035061277,0.3713805478529566,5.512531969309463,0.9903536977491961,1.0772164820385126,9.62962962962963,36.45135167321662,Low,1,0.2,0.0,4.399595588235294,Charlie Kolar (2022); Hunter Henry (2016); Jake Butt (2017); Mike Gesicki (2018); Greg Dulcich (2022),Charlie Kolar (2022),Hunter Henry (2016),Jake Butt (2017),311,270
TE,3,Max Klare,82.75862068965517,74.44444444444444,232,LAR,2,61,5.466731235400921,6.366232789318522,3.440090281927456,4.359518696805245,214.6371634035804,2.5890472734113468,8.344415197390497,0.9067478109715914,10.026714659830253,0.31992635,1.0,0.0,0.8305108951952169,80-90,23,0.2608695652173913,0.1254844588924897,0.4647039054375056,0.1739130434782608,0.0697854035061277,0.3713805478529566,5.512531969309463,0.9710610932475884,0.940210568299247,25.185185185185183,46.761462427057275,Medium,0,0.4,0.0,5.521544117647059,Hunter Henry (2016); Tucker Kraft (2023); Dallas Goedert (2018); Scott Chandler (2007); Adam Trautman (2020),Hunter Henry (2016),Tucker Kraft (2023),Dallas Goedert (2018),311,270
TE,4,Marlin Klein,71.12068965517241,70.37037037037037,232,HOU,2,59,4.295241791700361,4.891489329081282,1.95950511314316,3.311541125532857,165.67010669172083,1.4175578297107867,7.172925753689936,0.0,8.855225216129691,0.2158792,1.0,0.0,0.526454058939323,60-80,46,0.1956521739130435,0.1065049044412179,0.331715377411692,0.0652173913043478,0.0224274544663435,0.1750300910378135,4.160362052429668,0.9935691318327974,0.8065432052973878,56.2962962962963,69.21448136239133,Medium,0,0.2,0.0,2.4532720588235297,Dalton Schultz (2018); Drew Sample (2019); Charlie Woerner (2020); Brad Smelley (2012); Tommy Tremble (2021),Dalton Schultz (2018),Drew Sample (2019),Charlie Woerner (2020),311,270
TE,5,Tanner Koziol,68.53448275862068,68.88888888888889,232,JAX,5,164,4.117402183331957,4.951220829952027,2.2353133410823545,3.3515603228390662,161.54959215387794,1.2397182213423823,6.995086145321531,0.0,8.677385607761288,0.095438324,1.0,0.0,-1.199730376059088,60-80,46,0.1956521739130435,0.1065049044412179,0.331715377411692,0.0652173913043478,0.0224274544663435,0.1750300910378135,4.160362052429668,0.9903536977491961,1.0232870301620896,14.444444444444443,39.821722043586995,Medium,0,0.0,0.0,2.917463235294117,Jonnu Smith (2017); Michael Mayer (2023); Shawn Nelson (2009); Bucky Hodges (2017); Harrison Bryant (2020),Jonnu Smith (2017),Michael Mayer (2023),Shawn Nelson (2009),311,270
TE,6,Sam Roush,68.10344827586206,68.51851851851852,232,CHI,3,69,4.044895445670111,5.173216983296812,2.137981258986112,2.971712974446771,145.2886674736375,1.1672114836805365,6.922579407659685,0.0,8.60487887009944,0.41642585,1.0,0.0,0.030760931185469,60-80,46,0.1956521739130435,0.1065049044412179,0.331715377411692,0.0652173913043478,0.0224274544663435,0.1750300910378135,4.160362052429668,1.0,0.7813024940165587,64.07407407407408,74.85185185185185,High,0,0.4,0.0,4.418933823529412,Josh Oliver (2019); Tucker Kraft (2023); Dallas Goedert (2018); Adam Shaheen (2017); Adam Trautman (2020),Josh Oliver (2019),Tucker Kraft (2023),Dallas Goedert (2018),311,270
TE,7,Eli Raridon,67.67241379310344,68.14814814814815,232,NWE,3,95,4.018446792915301,5.2060359640009874,1.875726974250074,3.174317158858666,153.04521195027198,1.140762830925727,6.896130754904876,0.0,8.578430217344632,0.16023512,1.0,0.0,0.1226880690624225,60-80,46,0.1956521739130435,0.1065049044412179,0.331715377411692,0.0652173913043478,0.0224274544663435,0.1750300910378135,4.160362052429668,0.9935691318327974,0.8955239803462802,32.592592592592595,52.62188876979874,Medium,0,0.2,0.0,3.8205147058823528,Dalton Schultz (2018); Darnell Washington (2023); O.J. Howard (2017); Tommy Tremble (2021); Cameron Latu (2023),Dalton Schultz (2018),Darnell Washington (2023),O.J. Howard (2017),311,270
TE,8,Nate Boerkircher,62.06896551724138,65.55555555555556,232,JAX,2,56,3.618462663819024,4.257253573911501,1.579129927314749,2.734348098030952,139.20422691023262,0.7407787018294498,6.496146625808599,0.0,8.178446088248354,0.21983121,1.0,0.0,1.2234354459581045,60-80,46,0.1956521739130435,0.1065049044412179,0.331715377411692,0.0652173913043478,0.0224274544663435,0.1750300910378135,4.160362052429668,0.9742765273311897,0.7350948414793217,72.96296296296296,80.30236989400976,High,0,0.0,0.0,1.0129779411764706,Brad Smelley (2012); Drew Sample (2019); Mickey Shuler (2010); Michael Williams (2013); Ben Koyack (2015),Brad Smelley (2012),Drew Sample (2019),Mickey Shuler (2010),311,270
TE,9,Oscar Delp,57.32758620689656,64.07407407407408,232,NOR,3,73,3.3962940802684702,4.090947007147846,1.487663867627471,2.3865939934550537,123.82767818213529,0.5186101182788958,6.273978042258045,0.0,7.9562775046978,0.13753626,1.0,0.0,0.6569710811174243,40-60,47,0.1489361702127659,0.074066260874975,0.2768589657111277,0.0425531914893617,0.0117480293705697,0.1424878719385944,3.043687421777221,0.9581993569131833,0.7109785589792488,75.55555555555556,81.63486959628437,High,0,0.0,0.0,3.023602941176471,Drew Sample (2019); Randall Telfer (2015); Ben Koyack (2015); O.J. Howard (2017); Nick Vannett (2016),Drew Sample (2019),Randall Telfer (2015),Ben Koyack (2015),311,270
TE,10,Matthew Hibner,56.03448275862068,62.96296296296296,232,BAL,4,133,3.305785028753923,4.173544691830115,1.702493425382973,2.6836524521090617,130.22095166801455,0.4281010667643485,6.183468990743497,0.0,7.865768453183253,0.062425792,1.0,0.0,-0.6962461322034565,40-60,47,0.1489361702127659,0.074066260874975,0.2768589657111277,0.0425531914893617,0.0117480293705697,0.1424878719385944,3.043687421777221,0.9935691318327974,0.8500757326204956,42.592592592592595,59.62188876979873,Medium,0,0.0,0.0,3.8409191176470587,Chigoziem Okonkwo (2022); Clay Harbor (2010); Christopher Herndon IV (2018); Seth Devalve (2016); Eric Saubert (2017),Chigoziem Okonkwo (2022),Clay Harbor (2010),Christopher Herndon IV (2018),311,270
TE,11,Justin Joly,50.43103448275862,60.0,232,DEN,5,152,3.060623861970486,3.656893948089145,1.9263367115202723,2.325937121840892,114.85830151340724,0.1829398999809122,5.938307823960061,0.0,7.620607286399816,0.074612975,1.0,0.0,-0.4268310187993656,40-60,47,0.1489361702127659,0.074066260874975,0.2768589657111277,0.0425531914893617,0.0117480293705697,0.1424878719385944,3.043687421777221,0.9710610932475884,0.7911342840505609,61.111111111111114,71.90961057520542,High,0,0.0,0.0,2.030294117647059,Chigoziem Okonkwo (2022); Rory 'Busta' Anderson (2015); Aliz̩ Mack (2019); Seth Devalve (2016); Temarrick Hemingway (2016),Chigoziem Okonkwo (2022),Rory 'Busta' Anderson (2015),Aliz̩ Mack (2019),311,270
TE,12,Will Kacmarek,50.0,59.62962962962963,232,MIA,3,87,2.96991387449152,3.537463974958281,1.0844783535045714,2.2467032948360672,108.39586846042845,0.0922299125019456,5.847597836481095,0.0,7.52989729892085,0.0733389,1.0,0.0,0.7965486428209001,40-60,47,0.1489361702127659,0.074066260874975,0.2768589657111277,0.0425531914893617,0.0117480293705697,0.1424878719385944,3.043687421777221,0.954983922829582,0.7788992456329241,64.81481481481481,74.01988805525782,High,0,0.0,0.0,1.4331985294117646,Mickey Shuler (2010); Darnell Washington (2023); Drew Sample (2019); Randall Telfer (2015); Michael Williams (2013),Mickey Shuler (2010),Darnell Washington (2023),Drew Sample (2019),311,270
TE,13,Seydou Traore,45.25862068965517,56.2962962962963,232,MIA,5,180,2.6449425848422115,3.135145451185136,1.738419897650202,2.1867240172162696,102.60676145695572,0.0,5.522626546831786,0.0,7.204926009271541,0.060513556,1.0,0.0,-0.5093820355513365,40-60,47,0.1489361702127659,0.074066260874975,0.2768589657111277,0.0425531914893617,0.0117480293705697,0.1424878719385944,3.043687421777221,0.954983922829582,0.9062138070347956,30.74074074074074,50.168036203405975,Medium,0,0.0,0.0,1.597169117647059,Josiah Deguara (2020); James O'Shaughnessy (2015); Seth Devalve (2016); Matt Sherry (2008); Eric Saubert (2017),Josiah Deguara (2020),James O'Shaughnessy (2015),Seth Devalve (2016),311,270
TE,14,Bauer Sharp,41.37931034482759,56.2962962962963,232,TAM,6,185,2.55521642760659,2.8740689273996303,1.7144780951902905,1.972845576317242,97.17360087880374,0.0,5.432900389596164,0.0,7.11519985203592,0.08662432,1.0,0.0,-0.4969538071591479,40-60,47,0.1489361702127659,0.074066260874975,0.2768589657111277,0.0425531914893617,0.0117480293705697,0.1424878719385944,3.043687421777221,0.9935691318327974,1.0656635338449596,10.37037037037037,37.06633321424318,Medium,0,0.0,0.0,1.3374264705882353,Tim Massaquoi (2006); Tom Santi (2008); Tommy Sweeney (2019); Noah Gray (2021); Anthony Hill (2009),Tim Massaquoi (2006),Tom Santi (2008),Tommy Sweeney (2019),311,270
TE,15,Josh Cuevas,33.62068965517241,50.74074074074074,232,BAL,5,173,2.106412673386953,2.7906949921915154,1.3900787043214724,1.7545898997030884,84.4162708535909,0.0,4.984096635376528,0.0,6.666396097816283,0.03382579,1.0,0.0,-0.137376147546786,20-40,46,0.0652173913043478,0.0224274544663435,0.1750300910378135,0.0434782608695652,0.0120051935888308,0.1453252291905342,2.17834878516624,0.9967845659163987,1.0562713921442741,11.11111111111111,37.68131475526974,Medium,0,0.0,0.0,1.4777573529411763,Chris Gragg (2013); Luke Schoonmaker (2023); Jerell Adams (2016); Ben Koyack (2015); Randall Telfer (2015),Chris Gragg (2013),Luke Schoonmaker (2023),Jerell Adams (2016),311,270
