position,model,eligible,n,mae,rmse,pearson,weekly_spearman,top1,top3,top5
K,ridge_combined_h18_a100,False,1088,3.554527369413393,4.441985112898109,0.0937444408942844,0.1001544293554749,9.416666666666666,8.425925925925926,8.5
K,ridge_combined_h18_a1000,False,1088,3.5116999802029834,4.4088472376434735,0.1185243868671807,0.1163226571742842,8.75,8.972222222222221,8.705555555555554
K,ridge_combined_h54_a100,False,1088,3.5487835148217046,4.444621851531234,0.08996627884251818,0.1043214057278694,8.277777777777779,8.648148148148147,8.500000000000002
K,ridge_combined_h54_a1000,False,1088,3.515413814957004,4.41427872841064,0.1132007928664376,0.12040249909995765,7.777777777777778,8.87037037037037,8.783333333333333
K,group_team_h18_p16_centered0.5,False,1088,3.4926590739784675,4.41572656023127,0.11732462301086853,0.10126895415041605,8.777777777777779,8.685185185185183,8.600000000000001
K,group_team_h18_p16_centered1.0,False,1088,3.5064928572304117,4.43631615743606,0.10269540767802007,0.10320549195515509,8.61111111111111,8.546296296296296,8.633333333333333
K,group_team_h18_p64_centered0.5,False,1088,3.4889872790241183,4.4077223666308765,0.12448740030502518,0.11430062785603928,8.444444444444445,8.648148148148147,8.88888888888889
K,group_team_h18_p64_centered1.0,False,1088,3.4909108045069654,4.412887168458201,0.11974396887644523,0.10704268421201572,8.777777777777779,8.777777777777779,8.716666666666669
K,group_team_h54_p16_centered0.5,False,1088,3.4934942954980333,4.417520795695004,0.11557335238258734,0.10539266604663991,8.833333333333334,8.796296296296298,8.755555555555556
K,group_team_h54_p16_centered1.0,False,1088,3.510335231283174,4.442380222537861,0.09850600848809861,0.09677422642756789,8.5,8.712962962962964,8.788888888888888
K,group_team_h54_p64_centered0.5,False,1088,3.4891911247270246,4.408867616709272,0.12324582997121884,0.11190637594386464,8.694444444444445,8.685185185185183,8.855555555555558
K,group_team_h54_p64_centered1.0,False,1088,3.4924922950044657,4.416113561853462,0.11667471145256882,0.10350676594974452,8.833333333333334,8.62962962962963,8.711111111111112
K,group_opponent_team_h18_p16_centered0.5,False,1088,3.490600853527881,4.408341825060301,0.12795347042362837,0.11592877789192957,7.888888888888889,8.759259259259258,8.722222222222221
K,group_opponent_team_h18_p16_centered1.0,False,1088,3.4993059936126,4.423203261835441,0.12199012913441529,0.11672068018398976,8.61111111111111,8.787037037037038,8.411111111111113
K,group_opponent_team_h18_p64_centered0.5,False,1088,3.4885733851774243,4.404632982985869,0.12892809141324824,0.11650542065384968,7.805555555555555,8.638888888888891,8.772222222222222
K,group_opponent_team_h18_p64_centered1.0,False,1088,3.4896734593335976,4.407007073646275,0.12827384760629096,0.11636718264680843,7.861111111111111,8.805555555555555,8.683333333333334
K,group_opponent_team_h54_p16_centered0.5,False,1088,3.49262827275937,4.411402029628051,0.1256217932853777,0.11225878822319604,7.805555555555555,8.583333333333334,8.766666666666667
K,group_opponent_team_h54_p16_centered1.0,False,1088,3.502993270863014,4.431336414719432,0.11744718163145275,0.11515750335845598,8.527777777777779,8.583333333333332,8.488888888888889
K,group_opponent_team_h54_p64_centered0.5,False,1088,3.489353124667956,4.4061698404195715,0.12772200387091404,0.11470435652586494,7.861111111111111,8.675925925925926,8.822222222222221
K,group_opponent_team_h54_p64_centered1.0,False,1088,3.4919744738697047,4.411041490480431,0.125390381977022,0.11208751747999705,7.916666666666667,8.574074074074074,8.805555555555555
