position,rank,pfr_name,prospect_model_percentile,outcome_percentile,prospect_percentile_reference_n,draft_team,draft_round,draft_pick,pred_best2of3_ppg,pred_peak3_ppg,pred_rookie_ppg,pred_avg3_ppg,pred_total3_ppr,pred80_low,pred80_high,pred90_low,pred90_high,hit_probability,college_match,fuzzy_match,scout_boost,percentile_bucket,historical_bucket_n,historical_hit_rate,historical_hit_rate_ci_low,historical_hit_rate_ci_high,historical_star_rate,historical_star_rate_ci_low,historical_star_rate_ci_high,historical_bucket_mean_primary_ppg,feature_coverage,mean_5nn_distance,neighbor_density_percentile,model_confidence_score,model_confidence,out_of_distribution_flag,nearest5_historical_hit_rate,nearest5_historical_star_rate,nearest5_historical_primary_ppg_mean,closest_historical_comps,closest_comp_1,closest_comp_2,closest_comp_3,similarity_feature_count,historical_reference_n,stage5c_pred80_low,stage5c_pred80_high,stage5c_pred90_low,stage5c_pred90_high,uncertainty_scale80,uncertainty_scale90,uncertainty_adjustment_applied,uncertainty_policy,hit_signal_disagreement_pp,classifier_minus_bucket_hit_pp,comps_minus_bucket_hit_pp,classifier_minus_comps_hit_pp,grade_tier,hit_signal_disagreement_percentile_2026,diagnostic_priority,diagnostic_notes,diagnosis_summary
RB,1,Jeremiyah Love,100.0,94.48441247002398,373,ARI,1,3,16.055744652459907,18.08996299548002,13.78744693598324,13.551823743985404,652.8937336552253,11.415570466327402,20.69591883859241,9.740251737943804,22.371237566976014,0.5895365,1.0,0.0,1.9894954158977287,95-100,19,0.7368421052631579,0.5120803155892935,0.8819376166045982,0.4736842105263157,0.2732950548744854,0.6829251748817489,14.884707817337462,0.922077922077922,0.5243173780525174,84.17266187050359,86.58320097169016,High,0,0.8,0.4,15.374426470588231,Ezekiel Elliott (2016); Trent Richardson (2012); Cadillac Williams (2005); Bijan Robinson (2023); Marshawn Lynch (2007),Ezekiel Elliott (2016),Trent Richardson (2012),Cadillac Williams (2005),77,417,11.415570466327402,20.695918838592412,9.740251737943803,22.371237566976014,1.0,1.0,0,original-position-band,14.030900000000003,-14.730560526315784,6.3157894736842195,-21.046350000000004,Elite,84.61538461538461,High,signals broadly consistent,Elite RB prospect (100.0th pct); 74% historical bucket hit; 59% classifier hit; High confidence; 80% range 11.4-20.7 PPG.
RB,2,Jadarian Price,96.7828418230563,86.33093525179856,373,SEA,1,32,12.184896460151636,14.107894936342582,8.42138041422157,9.923270840230018,484.6153691060831,7.544722274019131,16.82507064628414,5.869403545635532,18.50038937466774,0.25518522,1.0,0.0,1.6667279389341831,95-100,19,0.7368421052631579,0.5120803155892935,0.8819376166045982,0.4736842105263157,0.2732950548744854,0.6829251748817489,14.884707817337462,0.974025974025974,0.8750196565372775,15.107913669064748,39.79631878912454,Medium,0,0.4,0.2,9.124264705882354,Josh Jacobs (2019); Dameon Pierce (2022); Devonta Freeman (2014); Spencer Ware (2013); Zamir White (2022),Josh Jacobs (2019),Dameon Pierce (2022),Devonta Freeman (2014),77,417,7.544722274019131,16.82507064628414,5.869403545635532,18.50038937466774,1.0,1.0,0,original-position-band,32.11045901754386,-48.16568852631578,-33.68421052631578,-14.481478000000003,Elite,100.0,High,classifier materially below bucket hit rate; five comps materially below bucket hit rate; elite grade but modest classifier probability,Elite RB prospect (96.8th pct); 74% historical bucket hit; 26% classifier hit; Medium confidence; 80% range 7.5-16.8 PPG.
RB,3,Kaelon Black,71.84986595174263,66.90647482014388,373,SFO,3,90,6.40941041769222,7.44372057614759,4.881754623361127,5.359231670397843,262.013405616464,1.7692362315597148,11.049584603824725,0.0939175031761152,12.724903332208324,0.1336853,1.0,0.0,0.7220071743254151,60-80,75,0.1466666666666666,0.0839163093700336,0.2438497430692877,0.1066666666666666,0.0550484696385616,0.1966156264731357,6.531868137254903,0.8441558441558441,0.6070940664570598,65.70743405275779,71.31987916160577,High,0,0.0,0.0,2.7335661764705885,Aaron Brown (2009); Damien Harris (2019); La'Mical Perine (2020); Johnny White (2011); Keaontay Ingram (2022),Aaron Brown (2009),Damien Harris (2019),La'Mical Perine (2020),77,417,1.7692362315597148,11.049584603824725,0.09391750317611525,12.724903332208324,1.0,1.0,0,original-position-band,9.777777777777775,-1.2981366666666605,-14.66666666666666,13.36853,Above average,69.23076923076923,Medium,signals broadly consistent,Above average RB prospect (71.8th pct); 15% historical bucket hit; 13% classifier hit; High confidence; 80% range 1.8-11.0 PPG.
RB,4,Eli Heidenreich,59.78552278820375,59.71223021582733,373,PIT,7,230,4.766462086744459,5.88928899351823,2.671631430268176,3.733659359494729,184.17172276044369,0.1262879006119543,9.406636272876964,0.0,11.081955001260564,0.13900888,1.0,0.0,-1.3226058404888272,40-60,74,0.0945945945945946,0.0465793459305906,0.1826245758798552,0.0405405405405405,0.0138821795795955,0.1125489318055764,4.472324125596184,0.974025974025974,1.3354054982700925,2.158273381294964,30.73157058768569,Low,1,0.4,0.4,8.069720588235294,Peyton Hillis (2008); Garrett Mills (2006); Tony Pollard (2019); Rachaad White (2022); Elijah McGuire (2017),Peyton Hillis (2008),Garrett Mills (2006),Tony Pollard (2019),77,417,0.12628790061195438,9.406636272876964,0.0,11.081955001260564,1.0,1.0,0,original-position-band,20.36036036036036,4.4414285405405405,30.54054054054054,-26.099112,Average,92.3076923076923,High,out-of-distribution profile; low model familiarity; five comps materially above bucket hit rate,Average RB prospect (59.8th pct); 9% historical bucket hit; 14% classifier hit; Low confidence; 80% range 0.1-9.4 PPG.
RB,5,Mike Washington Jr.,57.37265415549599,58.27338129496403,373,LVR,4,122,4.532991907294855,5.6044330212156535,3.0824109576160152,3.608521795653246,178.1579780148885,0.0,9.17316609342736,0.0,10.84848482181096,0.028827263,1.0,0.0,0.3217745368479052,40-60,74,0.0945945945945946,0.0465793459305906,0.1826245758798552,0.0405405405405405,0.0138821795795955,0.1125489318055764,4.472324125596184,0.961038961038961,0.6968745892233243,43.16546762589928,59.046996169298325,Medium,0,0.0,0.0,2.1407720588235293,Pierre Strong (2022); Cedric Peerman (2009); Kalen Ballage (2018); Keaontay Ingram (2022); Montario Hardesty (2010),Pierre Strong (2022),Cedric Peerman (2009),Kalen Ballage (2018),77,417,0.0,9.17316609342736,0.0,10.84848482181096,1.0,1.0,0,original-position-band,6.306306306306307,-6.576733159459461,-9.45945945945946,2.8827263,Average,53.84615384615385,Medium,signals broadly consistent,Average RB prospect (57.4th pct); 9% historical bucket hit; 3% classifier hit; Medium confidence; 80% range 0.0-9.2 PPG.
RB,6,Jonah Coleman,51.7426273458445,55.87529976019184,373,DEN,4,108,4.114206373471667,5.094621757670309,3.6863644065316006,3.231275048220128,157.77423851923126,0.0,8.754380559604172,0.0,10.429699287987772,0.10332628,1.0,0.0,0.0428165365164954,40-60,74,0.0945945945945946,0.0465793459305906,0.1826245758798552,0.0405405405405405,0.0138821795795955,0.1125489318055764,4.472324125596184,0.8961038961038961,0.5057058110408718,87.76978417266187,88.32196580398019,High,0,0.0,0.0,4.6406985294117655,Kenneth Dixon (2016); Zac Stacy (2013); Zack Moss (2020); Kyle Juszczyk (2013); Javarris Williams (2009),Kenneth Dixon (2016),Zac Stacy (2013),Zack Moss (2020),77,417,0.0,8.754380559604172,0.0,10.429699287987772,1.0,1.0,0,original-position-band,6.8884186666666665,0.8731685405405407,-9.45945945945946,10.332628000000001,Average,61.53846153846154,Medium,signals broadly consistent,Average RB prospect (51.7th pct); 9% historical bucket hit; 10% classifier hit; High confidence; 80% range 0.0-8.8 PPG.
RB,7,Emmett Johnson,40.48257372654155,52.51798561151079,373,KAN,5,161,3.431561093491017,4.330980114926616,2.2164017887888923,2.706285544056682,131.4782970293856,0.0,8.071735279623521,0.0,9.747054008007122,0.04804986,1.0,0.0,-0.5462537332012927,40-60,74,0.0945945945945946,0.0465793459305906,0.1826245758798552,0.0405405405405405,0.0138821795795955,0.1125489318055764,4.472324125596184,1.0,0.5765638962950163,73.14148681055156,81.1990407673861,High,0,0.2,0.0,4.732573529411765,Jay Ajayi (2015); Kerwynn Williams (2013); Trayveon Williams (2019); Tyler Badie (2022); Javorius Allen (2015),Jay Ajayi (2015),Kerwynn Williams (2013),Trayveon Williams (2019),77,417,0.0,8.071735279623521,0.0,9.747054008007122,1.0,1.0,0,original-position-band,10.130009333333334,-4.65447345945946,10.54054054054054,-15.195014,Average,76.92307692307693,Medium,signals broadly consistent,Average RB prospect (40.5th pct); 9% historical bucket hit; 5% classifier hit; High confidence; 80% range 0.0-8.1 PPG.
RB,8,Demond Claiborne,36.193029490616624,50.83932853717026,373,MIN,6,198,2.9955772862473444,3.7062395564252952,1.228266299783869,2.2501846775841328,109.71418947141782,0.0,7.63575147237985,0.0,9.31107020076345,0.036804777,1.0,0.0,-0.5014008286743366,20-40,75,0.0266666666666666,0.0073435350236005,0.0921166484328488,0.0,0.0,0.0487255459047,2.525513725490196,0.935064935064935,0.6161930574443154,64.74820143884892,73.37568905914229,High,0,0.0,0.0,2.649330882352941,Cyrus Gray (2012); Joe McKnight (2010); Kenneth Gainwell (2021); Taiwan Jones (2011); Paul Perkins (2016),Cyrus Gray (2012),Joe McKnight (2010),Kenneth Gainwell (2021),77,417,0.0,7.63575147237985,0.0,9.31107020076345,1.0,1.0,0,original-position-band,2.4536518,1.0138110333333399,-2.66666666666666,3.6804776999999995,Below average,7.6923076923076925,Low,signals broadly consistent,Below average RB prospect (36.2th pct); 3% historical bucket hit; 4% classifier hit; High confidence; 80% range 0.0-7.6 PPG.
RB,9,Adam Randall,34.852546916890084,50.59952038369304,373,BAL,5,174,2.933890347765044,4.019249989967157,3.0643300092331893,2.1099034041902143,101.23842551481148,0.0,7.574064533897549,0.0,9.24938326228115,0.041186508,1.0,0.0,0.1145210007759622,20-40,75,0.0266666666666666,0.0073435350236005,0.0921166484328488,0.0,0.0,0.0487255459047,2.525513725490196,0.987012987012987,0.9670398710028716,9.59232613908873,36.32501790775172,Low,1,0.0,0.0,5.020625000000001,C.J. Prosise (2016); Tevin Coleman (2015); Jordan Wilkins (2018); Wendell Smallwood (2016); Joe McKnight (2010),C.J. Prosise (2016),Tevin Coleman (2015),Jordan Wilkins (2018),77,417,0.0,7.574064533897549,0.0,9.24938326228115,1.0,1.0,0,original-position-band,2.7457672,1.4519841333333399,-2.66666666666666,4.118650799999999,Below average,38.46153846153847,High,out-of-distribution profile; low model familiarity,Below average RB prospect (34.9th pct); 3% historical bucket hit; 4% classifier hit; Low confidence; 80% range 0.0-7.6 PPG.
RB,10,Nicholas Singleton,32.975871313672926,49.40047961630695,373,TEN,5,165,2.7933267426359496,3.510577824958857,1.9765811713264472,2.177245695042969,106.37854161048048,0.0,7.433500928768455,0.0,9.108819657152054,0.038926564,1.0,0.0,-0.6910917586677217,20-40,75,0.0266666666666666,0.0073435350236005,0.0921166484328488,0.0,0.0,0.0487255459047,2.525513725490196,0.8571428571428571,0.4785611568029605,91.12709832134291,89.50325453922575,High,0,0.0,0.0,4.913933823529412,Aaron Brown (2009); James White (2014); La'Mical Perine (2020); Tim Hightower (2008); Keaontay Ingram (2022),Aaron Brown (2009),James White (2014),La'Mical Perine (2020),77,417,0.0,7.433500928768455,0.0,9.108819657152054,1.0,1.0,0,original-position-band,2.595104266666666,1.2259897333333398,-2.66666666666666,3.8926564,Below average,15.384615384615385,Low,signals broadly consistent,Below average RB prospect (33.0th pct); 3% historical bucket hit; 4% classifier hit; High confidence; 80% range 0.0-7.4 PPG.
RB,11,Kaytron Allen,19.571045576407503,42.44604316546763,373,WAS,6,187,1.863826677397293,2.395179120142865,1.6373579723469749,1.4829042575258984,72.84926943109534,0.0,6.504000863529798,0.0,8.179319591913398,0.022278432,1.0,0.0,-0.8732728495621966,0-20,74,0.0405405405405405,0.0138821795795955,0.1125489318055764,0.0135135135135135,0.0023894018749393,0.0726553042975956,1.58100009936407,0.8831168831168831,0.3938367287250696,94.9640287769784,92.9683266373914,High,0,0.0,0.0,0.974375,Deji Karim (2010); Alex Armah (2017); Trenton Cannon (2018); Ryan D'Imperio (2010); De'Angelo Henderson (2017),Deji Karim (2010),Alex Armah (2017),Trenton Cannon (2018),77,417,0.0,6.504000863529798,0.0,8.179319591913398,1.0,1.0,0,original-position-band,2.7027027027027,-1.82621085405405,-4.05405405405405,2.2278432,Below average,26.923076923076923,Low,signals broadly consistent,Below average RB prospect (19.6th pct); 4% historical bucket hit; 2% classifier hit; High confidence; 80% range 0.0-6.5 PPG.
RB,12,Seth McGowan,16.890080428954423,38.36930455635492,373,IND,7,237,1.6407759509443296,2.0375957094377246,1.2259749817453898,1.3240031603358955,65.33811357982583,0.0,6.280950137076834,0.0,7.956268865460434,0.0613902,1.0,0.0,-0.7922354631268842,0-20,74,0.0405405405405405,0.0138821795795955,0.1125489318055764,0.0135135135135135,0.0023894018749393,0.0726553042975956,1.58100009936407,0.974025974025974,0.8530728436807141,16.786570743405278,40.97137874116292,Medium,0,0.0,0.0,3.159117647058824,Elijah McGuire (2017); Charles Sims (2014); Keaontay Ingram (2022); Kylin Hill (2021); Chris Evans (2021),Elijah McGuire (2017),Charles Sims (2014),Keaontay Ingram (2022),77,417,0.0,6.280950137076834,0.0,7.956268865460434,1.0,1.0,0,original-position-band,4.09268,2.08496594594595,-4.05405405405405,6.1390199999999995,Below average,46.15384615384615,Low,signals broadly consistent,Below average RB prospect (16.9th pct); 4% historical bucket hit; 6% classifier hit; Medium confidence; 80% range 0.0-6.3 PPG.
RB,13,Jam Miller,4.557640750670242,25.65947242206235,373,NWE,7,245,0.5676106526524607,1.0337286759981643,0.136753503152438,0.2385945377421499,12.760482132950033,0.0,5.207784838784965,0.0,6.883103567168565,0.022546219,1.0,0.0,-0.5000508015513407,0-20,74,0.0405405405405405,0.0138821795795955,0.1125489318055764,0.0135135135135135,0.0023894018749393,0.0726553042975956,1.58100009936407,0.8441558441558441,0.5586902602358375,76.97841726618705,79.20956741100626,High,0,0.0,0.0,2.11125,Khalfani Muhammad (2017); Gerrid Doaks (2021); T.J. Logan (2017); Bilal Powell (2011); Spencer Ware (2013),Khalfani Muhammad (2017),Gerrid Doaks (2021),T.J. Logan (2017),77,417,0.0,5.207784838784965,0.0,6.883103567168565,1.0,1.0,0,original-position-band,2.7027027027027,-1.79943215405405,-4.05405405405405,2.2546219,Below average,26.923076923076923,Low,signals broadly consistent,Below average RB prospect (4.6th pct); 4% historical bucket hit; 2% classifier hit; High confidence; 80% range 0.0-5.2 PPG.
TE,1,Kenyon Sadiq,96.1206896551724,87.77777777777777,232,NYJ,1,16,8.22883863853933,9.355852043984262,6.128904132046756,7.113293189361665,348.79931908123604,5.351154676549755,11.106522600528905,3.66885521411,12.78882206296866,0.366309,1.0,0.0,1.65484433274657,95-100,12,0.5833333333333334,0.3195073356553728,0.8067425380947535,0.1666666666666666,0.0469641476148222,0.4480363573846727,7.199571078431372,0.9935691318327974,1.0664136483330462,10.37037037037037,37.06633321424318,Medium,0,0.4,0.2,6.83625,O.J. Howard (2017); Travis Kelce (2013); Cameron Latu (2023); Evan Engram (2017); Fred Davis (2008),O.J. Howard (2017),Travis Kelce (2013),Cameron Latu (2023),311,270,5.351154676549755,11.106522600528905,3.6688552141099997,12.78882206296866,1.0,1.0,0,original-position-band,14.468288888888893,-21.70243333333334,-18.333333333333336,-3.3691000000000026,Elite,90.9090909090909,High,classifier materially below bucket hit rate,Elite TE prospect (96.1th pct); 58% historical bucket hit; 37% classifier hit; Medium confidence; 80% range 5.4-11.1 PPG.
TE,2,Eli Stowers,86.63793103448276,78.51851851851852,232,PHI,2,54,6.314184573853434,7.316632146651197,3.973278074719396,5.2289982915576,260.8712150400393,3.43650061186386,9.191868535843009,1.7542011494241043,10.874167998282765,0.37128735,1.0,0.0,0.22123326052251,80-90,23,0.2608695652173913,0.1254844588924897,0.4647039054375056,0.1739130434782608,0.0697854035061277,0.3713805478529566,5.512531969309463,0.990353697749196,1.0772164820385126,9.62962962962963,36.45135167321662,Low,1,0.2,0.0,4.399595588235294,Charlie Kolar (2022); Hunter Henry (2016); Jake Butt (2017); Mike Gesicki (2018); Greg Dulcich (2022),Charlie Kolar (2022),Hunter Henry (2016),Jake Butt (2017),311,270,3.4365006118638597,9.191868535843009,1.7542011494241043,10.874167998282765,1.0,1.0,0,original-position-band,11.419156666666668,11.041778478260872,-6.086956521739129,17.128735,Strong,81.81818181818183,High,out-of-distribution profile; low model familiarity,Strong TE prospect (86.6th pct); 26% historical bucket hit; 37% classifier hit; Low confidence; 80% range 3.4-9.2 PPG.
