feature
new_off_epa_play_ewm16
new_off_sack_rate_allowed_ewm6
new_off_sack_rate_allowed_ewm16
new_off_int_rate_ewm6
new_off_int_rate_ewm16
new_def_sacks_ewm6
new_def_sacks_ewm16
new_def_qb_hits_ewm6
new_def_qb_hits_ewm16
new_def_interceptions_ewm6
new_def_interceptions_ewm16
new_def_fumbles_forced_ewm6
new_def_fumbles_forced_ewm16
new_fumble_recovery_opp_ewm6
new_fumble_recovery_opp_ewm16
new_def_tds_ewm6
new_def_tds_ewm16
new_special_teams_tds_ewm6
new_special_teams_tds_ewm16
opp_new_allowed_fg_att_ewm6
opp_new_allowed_fg_att_ewm16
opp_new_allowed_pat_att_ewm6
opp_new_allowed_pat_att_ewm16
opp_new_allowed_k_points_ewm6
opp_new_allowed_k_points_ewm16
opp_new_allowed_plays_off_ewm6
opp_new_allowed_plays_off_ewm16
opp_new_allowed_long_att_ewm6
opp_new_allowed_long_att_ewm16
opp_new_sack_conversion_ewm6
opp_new_sack_conversion_ewm16
opp_new_recovery_luck_ewm6
opp_new_recovery_luck_ewm16
opp_new_fg_scoring_share_ewm6
opp_new_fg_scoring_share_ewm16
opp_new_points_vs_market_ewm6
opp_new_points_vs_market_ewm16
opp_new_k_points_ewm6
opp_new_k_points_ewm16
opp_new_long_att_ewm6
opp_new_long_att_ewm16
opp_new_fg_att_ewm6
opp_new_fg_att_ewm16
opp_new_pat_att_ewm6
opp_new_pat_att_ewm16
opp_new_plays_off_ewm6
opp_new_plays_off_ewm16
opp_new_off_punt_rate_ewm6
opp_new_off_punt_rate_ewm16
opp_new_off_fg_share_scoring_ewm6
opp_new_off_fg_share_scoring_ewm16
opp_new_off_td_per_play_ewm6
opp_new_off_td_per_play_ewm16
opp_new_off_epa_play_ewm6
opp_new_off_epa_play_ewm16
opp_new_off_sack_rate_allowed_ewm6
opp_new_off_sack_rate_allowed_ewm16
opp_new_off_int_rate_ewm6
opp_new_off_int_rate_ewm16
opp_new_def_sacks_ewm6
opp_new_def_sacks_ewm16
opp_new_def_qb_hits_ewm6
opp_new_def_qb_hits_ewm16
opp_new_def_interceptions_ewm6
opp_new_def_interceptions_ewm16
opp_new_def_fumbles_forced_ewm6
opp_new_def_fumbles_forced_ewm16
opp_new_fumble_recovery_opp_ewm6
opp_new_fumble_recovery_opp_ewm16
opp_new_def_tds_ewm6
opp_new_def_tds_ewm16
opp_new_special_teams_tds_ewm6
opp_new_special_teams_tds_ewm16
new_outdoor_wind
new_wind15
new_cold
new_expected_plays
new_expected_opp_plays
new_fg_matchup
new_long_matchup
new_fg_market
new_spread_sq
