season,week,game_id,team,y,position,player_id,v42,extra40_recent,candidate
2025,2,2025_02_LAC_LV,LV,12,K,00-0034161,8.19075149529543,8.269744758117493,8.210499811000947
2025,2,2025_02_LA_TEN,LA,9,K,00-0039750,8.52126913794009,8.646761052297268,8.552642116529384
2025,2,2025_02_LA_TEN,TEN,17,K,00-0035192,7.832198054967446,7.703077312759939,7.7999178694155695
2025,2,2025_02_NE_MIA,MIA,11,K,00-0036816,8.223324944632687,8.710407983752331,8.345095704412598
2025,2,2025_02_NE_MIA,NE,9,K,00-0040200,8.209448448078353,8.203084666751208,8.207857502746567
2025,2,2025_02_NYG_DAL,DAL,22,K,00-0037692,10.019789240421943,8.95683746828416,9.754051297387498
2025,2,2025_02_NYG_DAL,NYG,13,K,00-0026858,8.355524667709329,8.075448428218284,8.285505607836567
2025,2,2025_02_PHI_KC,KC,7,K,00-0033303,7.64823260054027,7.2199502839961545,7.541162021404242
2025,2,2025_02_PHI_KC,PHI,12,K,00-0033787,8.381527992155657,9.066281733336282,8.552716427450815
2025,2,2025_02_SEA_PIT,PIT,12,K,00-0031136,8.940209325227869,9.155704043484937,8.994083004792136
2025,2,2025_02_SEA_PIT,SEA,9,K,00-0031492,7.5905247580198285,8.559282836186615,7.832714277561525
2025,2,2025_02_SF_NO,NO,3,K,00-0038905,8.01734648636749,8.077603117502985,8.032410644151364
2025,2,2025_02_SF_NO,SF,10,K,00-0034173,8.286844172897222,8.548166973958988,8.352174873162664
2025,2,2025_02_TB_HOU,HOU,9,K,00-0032726,9.002922937780559,8.83669068111672,8.961364873614599
2025,2,2025_02_TB_HOU,TB,2,K,00-0035358,8.294037627014557,9.153862693475556,8.508993893629807
2025,2,2025_02_WAS_GB,GB,11,K,00-0029822,8.8281054926741,8.989669194348306,8.86849641809265
2025,2,2025_02_WAS_GB,WAS,6,K,00-0035269,7.759304378012134,7.709557608522611,7.746867685639754
2025,3,2025_03_ARI_SF,ARI,7,K,00-0038567,7.6411907101050796,7.975377522328764,7.724737413161001
2025,3,2025_03_ARI_SF,SF,12,K,00-0034173,8.103303214666209,8.06663879327188,8.094137109317627
2025,3,2025_03_ATL_CAR,ATL,0,K,00-0037542,9.00722849327647,8.666452113540112,8.92203439834238
2025,3,2025_03_ATL_CAR,CAR,15,K,00-0040279,7.024106302455649,8.000454044100087,7.2681932378667575
2025,3,2025_03_CIN_MIN,CIN,5,K,00-0036854,8.204468739429654,8.830442091753758,8.36096207751068
2025,3,2025_03_CIN_MIN,MIN,14,K,00-0039404,9.249906354995863,8.719942566558377,9.11741540788649
2025,3,2025_03_DAL_CHI,CHI,7,K,00-0031203,8.310657386589554,8.834725496178017,8.44167441398667
2025,3,2025_03_DAL_CHI,DAL,8,K,00-0037692,9.577007640782659,8.553063991959046,9.321021728576756
2025,3,2025_03_DEN_LAC,DEN,9,K,00-0032569,8.069434418893156,8.815474453267495,8.25594442748674
2025,3,2025_03_DEN_LAC,LAC,12,K,00-0037224,8.92114101157751,8.440569571894738,8.800998151656817
2025,3,2025_03_DET_BAL,BAL,7,K,00-0040074,8.708181062116848,8.74043919087222,8.71624559430569
2025,3,2025_03_DET_BAL,DET,9,K,00-0039172,7.714558368670537,7.602752289804404,7.686606848954003
2025,3,2025_03_GB_CLE,CLE,9,K,00-0038428,6.698835379752092,7.115534959366887,6.803010274655791
2025,3,2025_03_GB_CLE,GB,4,K,00-0029822,9.203779089673237,8.693021195306287,9.0760896160815
2025,3,2025_03_HOU_JAX,HOU,4,K,00-0032726,7.763890584177069,7.916879627172819,7.802137844926007
2025,3,2025_03_HOU_JAX,JAX,5,K,00-0039409,8.070925247804066,8.60413133366938,8.204226769270395
2025,3,2025_03_IND_TEN,IND,11,K,00-0039576,8.94044166429533,8.623852806179837,8.861294449766458
2025,3,2025_03_IND_TEN,TEN,11,K,00-0035192,7.9021629498719825,7.842983356554287,7.887368051542559
2025,3,2025_03_KC_NYG,KC,13,K,00-0033303,9.012257354454361,8.881643585039853,8.979603912100734
2025,3,2025_03_KC_NYG,NYG,3,K,00-0026858,7.414434603047022,8.565395329270787,7.702174784602963
2025,3,2025_03_LA_PHI,LA,17,K,00-0039750,7.195364678017334,7.464528965605624,7.262655749914407
2025,3,2025_03_LA_PHI,PHI,3,K,00-0033787,8.578264830201247,9.074762057728176,8.702389137082978
2025,3,2025_03_LV_WAS,LV,4,K,00-0034161,8.13782610746448,7.64518978519546,8.014667026897225
2025,3,2025_03_LV_WAS,WAS,14,K,00-0035269,8.444418456831254,8.967192160477985,8.575111882742938
2025,3,2025_03_MIA_BUF,BUF,8,K,00-0023853,9.569939329405903,9.151080383863514,9.465224593020306
2025,3,2025_03_MIA_BUF,MIA,3,K,00-0036816,6.602910429857524,7.07388986380908,6.720655288345413
2025,3,2025_03_NO_SEA,NO,7,K,00-0038905,7.2280393782517685,8.187692692463527,7.467952706804708
2025,3,2025_03_NO_SEA,SEA,17,K,00-0031492,8.944096015592773,9.400314625452209,9.058150668057632
2025,3,2025_03_NYJ_TB,NYJ,10,K,00-0025565,7.810584100083249,7.300062800504843,7.682953775188648
2025,3,2025_03_NYJ_TB,TB,21,K,00-0035358,8.958699836767448,9.168294774694822,9.011098571249292
2025,3,2025_03_PIT_NE,NE,2,K,00-0040200,7.884682207794874,8.63510709827171,8.072288430414083
2025,3,2025_03_PIT_NE,PIT,3,K,00-0031136,8.810600674497815,8.982504763317353,8.8535766967027
2025,4,2025_04_BAL_KC,BAL,9,K,00-0040074,8.612640915568159,9.209450673740365,8.76184335511121
2025,4,2025_04_BAL_KC,KC,13,K,00-0033303,7.99637777645509,7.458809462757942,7.861985698030803
2025,4,2025_04_CAR_NE,CAR,1,K,00-0040279,7.480213253029565,8.064185781827534,7.626206385229057
2025,4,2025_04_CAR_NE,NE,6,K,00-0040200,8.725839099503043,8.317458931553107,8.623744057515559
2025,4,2025_04_CHI_LV,CHI,19,K,00-0031203,8.286614213638746,9.14533339510754,8.501294009005944
2025,4,2025_04_CHI_LV,LV,6,K,00-0034161,8.986701340755296,8.480810904262947,8.860228731632208
2025,4,2025_04_CIN_DEN,CIN,3,K,00-0036854,7.2728110492408025,7.121074885319462,7.234877008260468
2025,4,2025_04_CIN_DEN,DEN,4,K,00-0032569,8.494982227846071,8.44237117458717,8.481829464531344
2025,4,2025_04_CLE_DET,CLE,4,K,00-0038428,7.158047025267615,8.105773776784826,7.3949787131469185
2025,4,2025_04_CLE_DET,DET,13,K,00-0039172,8.947093879299125,8.688013894706888,8.882323883151066
2025,4,2025_04_GB_DAL,DAL,8,K,00-0037692,8.800936217912351,8.318879541140273,8.680422048719333
2025,4,2025_04_GB_DAL,GB,12,K,00-0029822,9.687039225002318,9.491832762783007,9.63823760944749
2025,4,2025_04_IND_LA,IND,10,K,00-0039576,8.181913489816303,8.182339643824625,8.182020028318384
2025,4,2025_04_IND_LA,LA,10,K,00-0039750,8.578946005263308,8.64631368811679,8.595787925976678
2025,4,2025_04_JAX_SF,JAX,9,K,00-0039409,7.7912371101356905,7.948705451646527,7.8306041955134
2025,4,2025_04_JAX_SF,SF,7,K,00-0034173,8.563445312999011,8.580958277048863,8.567823554011474
2025,4,2025_04_LAC_NYG,LAC,5,K,00-0037224,9.453223046863966,8.75154224232093,9.277802845728207
2025,4,2025_04_LAC_NYG,NYG,7,K,00-0039934,6.895199866706825,8.127999206957341,7.203399701769454
2025,4,2025_04_MIN_PIT,MIN,8,K,00-0039404,8.620782738263376,9.064709411402491,8.731764406548155
2025,4,2025_04_MIN_PIT,PIT,6,K,00-0031136,7.909280477430621,8.017905731301063,7.936436790898232
2025,4,2025_04_NO_BUF,BUF,7,K,00-0023853,9.73018020979283,9.05393589779562,9.561119131793527
2025,4,2025_04_NO_BUF,NO,9,K,00-0038905,6.373025347709998,7.0262123389224875,6.53632209551312
2025,4,2025_04_NYJ_MIA,MIA,10,K,00-0036816,8.171722157887068,8.613568024118003,8.282183624444801
2025,4,2025_04_NYJ_MIA,NYJ,11,K,00-0025565,8.419414111419197,8.521425333189987,8.444916916861894
2025,4,2025_04_PHI_TB,PHI,7,K,00-0033787,8.547230126568298,9.024987715944299,8.666669523912297
2025,4,2025_04_PHI_TB,TB,16,K,00-0035358,7.996725332260947,7.45261398883147,7.860697496403578
2025,4,2025_04_SEA_ARI,ARI,10,K,00-0038567,7.836847029921977,8.42877508093828,7.984829042676052
2025,4,2025_04_SEA_ARI,SEA,14,K,00-0031492,8.825189776582597,9.364780046349885,8.96008734402442
2025,4,2025_04_TEN_HOU,HOU,10,K,00-0032726,9.426690839235576,9.00163164049318,9.320426039549977
2025,4,2025_04_TEN_HOU,TEN,0,K,00-0035192,7.838791372408965,8.18143144089361,7.924451389530127
2025,4,2025_04_WAS_ATL,ATL,10,K,00-0037542,8.869140537261844,8.828686980987676,8.859027148193302
2025,4,2025_04_WAS_ATL,WAS,18,K,00-0035269,8.192027677514131,8.742327658118421,8.329602672665203
2025,5,2025_05_DAL_NYJ,DAL,7,K,00-0037692,9.130367147998946,8.425863073251158,8.954241129311999
2025,5,2025_05_DAL_NYJ,NYJ,7,K,00-0025565,9.21348143058795,9.049060988870595,9.172376320158612
2025,5,2025_05_DEN_PHI,DEN,9,K,00-0032569,7.412635317975039,7.637767677298751,7.468918407805967
2025,5,2025_05_DEN_PHI,PHI,5,K,00-0033787,8.499046521861795,8.507575573663617,8.50117878481225
2025,5,2025_05_DET_CIN,CIN,8,K,00-0036854,7.115483389035825,7.305357008772703,7.162951793970045
2025,5,2025_05_DET_CIN,DET,5,K,00-0039172,9.379259579369474,8.679156329908903,9.204233767004332
2025,5,2025_05_HOU_BAL,BAL,4,K,00-0040074,7.892654194469948,8.937427342265678,8.15384748141888
2025,5,2025_05_HOU_BAL,HOU,18,K,00-0032726,8.455508220565996,8.166596899539266,8.383280390309313
2025,5,2025_05_KC_JAX,JAX,9,K,00-0039409,7.519657495744691,7.998849610394884,7.639455524407239
2025,5,2025_05_KC_JAX,KC,4,K,00-0033303,8.677164747426419,8.73561513544779,8.691777344431761
2025,5,2025_05_LV_IND,IND,2,K,00-0039576,9.209723882649367,8.682674498722903,9.07796153666775
2025,5,2025_05_LV_IND,LV,6,K,00-0034161,8.064236506683695,7.9289244743072365,8.03040849858958
2025,5,2025_05_MIA_CAR,CAR,10,K,00-0040279,7.968562208686668,7.889353148161263,7.9487599435553165
2025,5,2025_05_MIA_CAR,MIA,7,K,00-0036816,8.126170039321071,8.159445151004595,8.134488817241952
2025,5,2025_05_MIN_CLE,CLE,5,K,00-0038428,7.040889785364227,7.576536110535488,7.174801366657042
2025,5,2025_05_MIN_CLE,MIN,3,K,00-0039404,8.116940325512155,8.308379821729014,8.16480019956637
2025,5,2025_05_NE_BUF,BUF,9,K,00-0023853,9.079012478136937,8.87361733329496,9.027663691926442
2025,5,2025_05_NE_BUF,NE,13,K,00-0040200,7.134642900479438,7.601188628555476,7.251279332498448
2025,5,2025_05_NYG_NO,NO,16,K,00-0038905,8.642249152826938,8.387996678263677,8.578686034186124
2025,5,2025_05_NYG_NO,NYG,2,K,00-0039934,7.856145147021053,8.52490762442483,8.023335766371996
2025,5,2025_05_SF_LA,LA,6,K,00-0039750,8.912233198364833,8.963927214538968,8.925156702408367
2025,5,2025_05_SF_LA,SF,17,K,00-0034173,7.385210305479484,7.847320762444244,7.500737919720675
2025,5,2025_05_TB_SEA,SEA,5,K,00-0031492,8.83809580177288,8.94878240302282,8.865767452085365
2025,5,2025_05_TB_SEA,TB,12,K,00-0035358,7.8732442260257605,8.256447640870585,7.969045079736967
2025,5,2025_05_TEN_ARI,ARI,3,K,00-0038567,9.081456275886609,9.054135117768553,9.074625986357095
2025,5,2025_05_TEN_ARI,TEN,13,K,00-0035192,7.912094620384532,7.97183094717693,7.927028702082631
2025,5,2025_05_WAS_LAC,LAC,6,K,00-0037224,9.019299783971062,9.001142416417256,9.014760442082611
2025,5,2025_05_WAS_LAC,WAS,9,K,00-0035269,8.280072974928636,8.610668269837618,8.362721798655881
2025,6,2025_06_ARI_IND,ARI,11,K,00-0038567,7.448548095300176,8.03372045842391,7.59484118608111
2025,6,2025_06_ARI_IND,IND,8,K,00-0034084,9.056342881558816,8.904880059461743,9.018477176034548
2025,6,2025_06_BUF_ATL,ATL,6,K,00-0037542,8.49157867521956,8.023572739039423,8.374577191174527
2025,6,2025_06_BUF_ATL,BUF,2,K,00-0023853,8.995977000265137,8.518938604009286,8.876717401201175
2025,6,2025_06_CHI_WAS,CHI,16,K,00-0038562,7.190694225355793,7.500080594847335,7.268040817728679
2025,6,2025_06_CHI_WAS,WAS,8,K,00-0035269,8.765617451025285,9.234132349434747,8.88274617562765
2025,6,2025_06_CIN_GB,CIN,5,K,00-0036854,6.403830956291924,7.158587985009854,6.592520213471406
2025,6,2025_06_CIN_GB,GB,10,K,00-0038152,8.638443805971924,8.576794282080808,8.623031424999144
2025,6,2025_06_CLE_PIT,CLE,11,K,00-0038428,6.9266995879455795,7.58201577734393,7.0905286352951675
2025,6,2025_06_CLE_PIT,PIT,15,K,00-0031136,8.540834926954876,8.644332602174437,8.566709345759765
2025,6,2025_06_DAL_CAR,CAR,14,K,00-0040279,7.453648645162056,8.068349636315242,7.607323892950353
2025,6,2025_06_DAL_CAR,DAL,9,K,00-0037692,8.860024559584284,8.23171177952013,8.702946364568245
2025,6,2025_06_DEN_NYJ,DEN,9,K,00-0032569,9.021900381496316,9.324247181436576,9.09748708148138
2025,6,2025_06_DEN_NYJ,NYJ,12,K,00-0025565,7.47302965058037,7.1065045659261585,7.381398379416817
2025,6,2025_06_DET_KC,DET,5,K,00-0039172,8.076137501839515,8.390879861763063,8.154823091820402
2025,6,2025_06_DET_KC,KC,6,K,00-0033303,8.337336072151663,8.392051675117877,8.351014972893216
2025,6,2025_06_LAC_MIA,LAC,17,K,00-0037224,9.139790348259105,8.70694883897282,9.031579970937534
2025,6,2025_06_LAC_MIA,MIA,10,K,00-0036816,7.5101948764567314,8.578857166464749,7.777360448958737
2025,6,2025_06_LA_BAL,BAL,3,K,00-0040074,7.403723990637121,7.314542349789735,7.381428580425275
2025,6,2025_06_LA_BAL,LA,5,K,00-0039750,8.609692543701554,8.594156096566131,8.605808431917698
2025,6,2025_06_NE_NO,NE,5,K,00-0040200,8.624223188366582,9.293377061782957,8.791511656720676
2025,6,2025_06_NE_NO,NO,16,K,00-0038905,8.36134341328394,8.252315307883157,8.334086386933745
2025,6,2025_06_PHI_NYG,NYG,4,K,00-0039934,7.038376492922326,7.654317870105786,7.192361837218191
2025,6,2025_06_PHI_NYG,PHI,6,K,00-0033787,8.744137021021722,9.232173534554125,8.866146149404823
2025,6,2025_06_SEA_JAX,JAX,0,K,00-0039409,8.142545840183322,7.955416064626388,8.095763396294089
2025,6,2025_06_SEA_JAX,SEA,10,K,00-0031492,8.560908583359168,8.579634971831156,8.565590180477166
2025,6,2025_06_SF_TB,SF,18,K,00-0034173,8.037840485318426,7.54844501271128,7.91549161716664
2025,6,2025_06_SF_TB,TB,7,K,00-0035358,8.661029028060744,8.886269735486964,8.717339204917298
2025,6,2025_06_TEN_LV,LV,10,K,00-0034161,9.0999560854645,8.838403275677463,9.034567883017742
2025,6,2025_06_TEN_LV,TEN,5,K,00-0035189,8.270519418080625,7.941440828153047,8.18824977059873
2025,7,2025_07_ATL_SF,ATL,4,K,00-0037542,8.057810396311911,8.247487458625088,8.105229661890206
2025,7,2025_07_ATL_SF,SF,11,K,00-0034173,8.347185351842281,8.230591965486632,8.31803700525337
2025,7,2025_07_CAR_NYJ,CAR,7,K,00-0040279,7.614765723397256,8.508191660381481,7.838122207643313
2025,7,2025_07_CAR_NYJ,NYJ,7,K,00-0025565,8.52483161447632,7.767473526912081,8.335492092585259
2025,7,2025_07_GB_ARI,ARI,12,K,00-0038567,7.509885791845391,8.081168915590323,7.652706572781623
2025,7,2025_07_GB_ARI,GB,11,K,00-0038152,8.45526519331461,8.939702789485777,8.576374592357402
2025,7,2025_07_HOU_SEA,HOU,8,K,00-0032726,7.75358391730798,7.777746119021185,7.759624467736281
2025,7,2025_07_HOU_SEA,SEA,10,K,00-0031492,8.555334970474334,8.970781797128614,8.659196677137905
2025,7,2025_07_IND_LAC,IND,6,K,00-0034084,8.201174378775676,8.38190938098041,8.24635812932686
2025,7,2025_07_IND_LAC,LAC,7,K,00-0037224,9.06145636082295,8.515146277644732,8.924878840028395
2025,7,2025_07_LA_JAX,JAX,1,K,00-0039409,7.421411092932232,7.431350967617382,7.42389606160352
2025,7,2025_07_LA_JAX,LA,5,K,00-0039750,8.143813338457374,8.298176636847117,8.182404163054809
2025,7,2025_07_LV_KC,KC,7,K,00-0033303,9.310641668023706,9.056338881742978,9.247065971453523
2025,7,2025_07_LV_KC,LV,0,K,00-0034161,6.752612524815508,7.353487802509074,6.9028313442388995
2025,7,2025_07_MIA_CLE,CLE,7,K,00-0038428,7.520959554766479,7.651001853488244,7.553470129446921
2025,7,2025_07_MIA_CLE,MIA,6,K,00-0036816,7.139125206483387,8.231146960601215,7.412130645012844
2025,7,2025_07_NE_TEN,NE,7,K,00-0040200,8.043231373641838,8.924081287901512,8.263443852206755
2025,7,2025_07_NE_TEN,TEN,10,K,00-0035192,7.237391666869472,7.141593922651967,7.2134422308150965
2025,7,2025_07_NO_CHI,CHI,14,K,00-0038562,8.329912645651476,9.040793639518984,8.507632894118352
2025,7,2025_07_NO_CHI,NO,2,K,00-0038905,7.367522413186374,7.721487168690584,7.456013602062426
2025,7,2025_07_NYG_DEN,DEN,5,K,00-0032569,8.89427174645703,8.577066111187744,8.814970337639707
2025,7,2025_07_NYG_DEN,NYG,2,K,00-0039934,6.375747442169226,7.430630773439393,6.6394682749867675
2025,7,2025_07_PHI_MIN,MIN,18,K,00-0039404,8.680289099001836,8.952836328454707,8.748425906365053
2025,7,2025_07_PHI_MIN,PHI,4,K,00-0033787,8.593284712048685,9.301514192979916,8.770342082281493
2025,7,2025_07_PIT_CIN,CIN,17,K,00-0036854,7.388451480413032,8.071370358604034,7.559181199960783
2025,7,2025_07_PIT_CIN,PIT,8,K,00-0031136,9.55623926244946,8.934547892244845,9.400816419898305
2025,7,2025_07_TB_DET,DET,8,K,00-0039172,9.505936070800836,9.105496733478034,9.405826236470135
2025,7,2025_07_TB_DET,TB,5,K,00-0035358,8.30262264005084,8.627402158992398,8.383817519786229
2025,7,2025_07_WAS_DAL,DAL,17,K,00-0037692,9.403936635253174,8.853038383278328,9.266212072259464
2025,7,2025_07_WAS_DAL,WAS,2,K,00-0035269,8.944564992089722,8.989775044866104,8.955867505283816
2025,8,2025_08_BUF_CAR,BUF,12,K,00-0023853,8.9174831757587,8.855679061034705,8.902032147077701
2025,8,2025_08_BUF_CAR,CAR,4,K,00-0040279,7.056704119193922,7.08618210795648,7.064073616384562
2025,8,2025_08_CHI_BAL,BAL,13,K,00-0040074,8.778695764825134,8.589559092766608,8.731411596810503
2025,8,2025_08_CHI_BAL,CHI,11,K,00-0031203,8.119072355461103,7.843414339795115,8.050157851544606
2025,8,2025_08_CLE_NE,CLE,1,K,00-0038428,6.9735187002803665,7.2021683174339035,7.030681104568751
2025,8,2025_08_CLE_NE,NE,13,K,00-0040200,8.374124901512072,8.452731845526367,8.393776637515646
2025,8,2025_08_DAL_DEN,DAL,6,K,00-0037692,8.11136015943135,7.424853767837813,7.939733561532965
2025,8,2025_08_DAL_DEN,DEN,9,K,00-0032569,8.380839271682012,8.703159973051374,8.461419447024351
2025,8,2025_08_GB_PIT,GB,9,K,00-0029822,8.599817772114728,8.966804701078328,8.691564504355629
2025,8,2025_08_GB_PIT,PIT,20,K,00-0031136,7.849493797211908,7.5967299154722285,7.786302826776988
2025,8,2025_08_MIA_ATL,ATL,5,K,00-0037542,8.875799553562723,8.595061188925202,8.805614962403343
2025,8,2025_08_MIA_ATL,MIA,10,K,00-0036816,7.621099870639799,7.9930490661323335,7.714087169512933
2025,8,2025_08_MIN_LAC,LAC,15,K,00-0037224,8.842822227272634,8.524463703699599,8.763232596379375
2025,8,2025_08_MIN_LAC,MIN,6,K,00-0039404,8.664215880386209,8.560134427177863,8.638195517084123
2025,8,2025_08_NYG_PHI,NYG,9,K,00-0026858,7.600064803672659,7.575003635565536,7.593799511645878
2025,8,2025_08_NYG_PHI,PHI,9,K,00-0033787,8.499090707040898,9.000634303037156,8.624476606039963
2025,8,2025_08_NYJ_CIN,CIN,8,K,00-0036854,8.563609859558923,8.618056125225289,8.577221425975514
2025,8,2025_08_NYJ_CIN,NYJ,12,K,00-0025565,8.25221621981724,7.83810729489627,8.148688988586997
2025,8,2025_08_SF_HOU,HOU,14,K,00-0032726,9.023429661095394,9.238542651844275,9.077207908782615
2025,8,2025_08_SF_HOU,SF,1,K,00-0034173,8.57876269090474,8.513866455167383,8.562538631970401
2025,8,2025_08_TB_NO,NO,4,K,00-0038905,7.869024267971944,7.850351745952206,7.864356137467009
2025,8,2025_08_TB_NO,TB,17,K,00-0035358,9.437929556994167,8.875702103748948,9.297372693682862
2025,8,2025_08_TEN_IND,IND,9,K,00-0034084,9.46858565019291,8.82597098120597,9.307931982946176
2025,8,2025_08_TEN_IND,TEN,2,K,00-0035192,7.488454309047946,7.552965037392199,7.5045819911340095
2025,8,2025_08_WAS_KC,KC,4,K,00-0033303,9.270258635184696,9.28642317771759,9.274299770817919
2025,8,2025_08_WAS_KC,WAS,1,K,00-0035189,6.660645849972513,6.964661811448671,6.736649840341553
2025,9,2025_09_ARI_DAL,ARI,10,K,00-0038567,8.140027014244385,8.229848964049504,8.162482501695665
2025,9,2025_09_ARI_DAL,DAL,5,K,00-0037692,9.894981406618253,8.79300528159685,9.619487375362903
2025,9,2025_09_ATL_NE,ATL,5,K,00-0037542,7.604685325937068,7.0935243886279915,7.476895091609799
2025,9,2025_09_ATL_NE,NE,6,K,00-0040200,8.558228776853294,8.866507720355903,8.635298512728946
2025,9,2025_09_BAL_MIA,BAL,4,K,00-0040074,9.20377395730518,8.513072745593702,9.031098654377312
2025,9,2025_09_BAL_MIA,MIA,8,K,00-0036816,7.340965842437833,7.578077252697724,7.400243695002806
2025,9,2025_09_CAR_GB,CAR,5,K,00-0040279,6.414421549900346,6.733378219181476,6.494160717220628
2025,9,2025_09_CAR_GB,GB,8,K,00-0029822,8.964443904553175,8.718912715821798,8.90306110737033
2025,9,2025_09_CHI_CIN,CHI,11,K,00-0031203,8.846581902004779,8.582528037482797,8.780568435874283
2025,9,2025_09_CHI_CIN,CIN,11,K,00-0036854,7.607112218560814,8.133909376279517,7.738811507990489
